"GroupID","Param","Value","GroupLevel"
"177","SiteCount","1","Site"
"178","ParticipantCount","2","Site"
"178","SiteCount","1","Site"
"179","ParticipantCount","4","Site"
"179","SiteCount","1","Site"
"18","ParticipantCount","2","Site"
"18","SiteCount","1","Site"
"180","ParticipantCount","1","Site"
"180","SiteCount","1","Site"
"181","ParticipantCount","3","Site"
"181","SiteCount","1","Site"
"182","ParticipantCount","2","Site"
"182","SiteCount","1","Site"
"183","ParticipantCount","2","Site"
"183","SiteCount","1","Site"
"184","ParticipantCount","5","Site"
"184","SiteCount","1","Site"
"185","ParticipantCount","2","Site"
"185","SiteCount","1","Site"
"186","ParticipantCount","5","Site"
"186","SiteCount","1","Site"
"187","ParticipantCount","5","Site"
"187","SiteCount","1","Site"
"188","ParticipantCount","3","Site"
"188","SiteCount","1","Site"
"189","ParticipantCount","28","Site"
"189","SiteCount","1","Site"
"19","ParticipantCount","3","Site"
"19","SiteCount","1","Site"
"190","ParticipantCount","7","Site"
"190","SiteCount","1","Site"
"20","ParticipantCount","1","Site"
"20","SiteCount","1","Site"
"22","ParticipantCount","5","Site"
"22","SiteCount","1","Site"
"23","ParticipantCount","5","Site"
"23","SiteCount","1","Site"
"25","ParticipantCount","3","Site"
"25","SiteCount","1","Site"
"26","ParticipantCount","7","Site"
"26","SiteCount","1","Site"
"27","ParticipantCount","4","Site"
"27","SiteCount","1","Site"
"28","ParticipantCount","5","Site"
"28","SiteCount","1","Site"
"29","ParticipantCount","7","Site"
"29","SiteCount","1","Site"
"3","ParticipantCount","2","Site"
"3","SiteCount","1","Site"
"30","ParticipantCount","7","Site"
"30","SiteCount","1","Site"
"31","ParticipantCount","1","Site"
"31","SiteCount","1","Site"
"32","ParticipantCount","3","Site"
"32","SiteCount","1","Site"
"33","ParticipantCount","1","Site"
"33","SiteCount","1","Site"
"34","ParticipantCount","8","Site"
"34","SiteCount","1","Site"
"35","ParticipantCount","5","Site"
"35","SiteCount","1","Site"
"36","ParticipantCount","1","Site"
"36","SiteCount","1","Site"
"38","ParticipantCount","1","Site"
"38","SiteCount","1","Site"
"39","ParticipantCount","4","Site"
"39","SiteCount","1","Site"
"4","ParticipantCount","9","Site"
"4","SiteCount","1","Site"
"40","ParticipantCount","3","Site"
"40","SiteCount","1","Site"
"41","ParticipantCount","2","Site"
"41","SiteCount","1","Site"
"42","ParticipantCount","1","Site"
"42","SiteCount","1","Site"
"43","ParticipantCount","33","Site"
"43","SiteCount","1","Site"
"44","ParticipantCount","4","Site"
"44","SiteCount","1","Site"
"45","ParticipantCount","1","Site"
"45","SiteCount","1","Site"
"46","ParticipantCount","2","Site"
"46","SiteCount","1","Site"
"47","ParticipantCount","3","Site"
"47","SiteCount","1","Site"
"48","ParticipantCount","1","Site"
"48","SiteCount","1","Site"
"49","ParticipantCount","4","Site"
"49","SiteCount","1","Site"
"5","ParticipantCount","43","Site"
"5","SiteCount","1","Site"
"50","ParticipantCount","8","Site"
"50","SiteCount","1","Site"
"51","ParticipantCount","11","Site"
"51","SiteCount","1","Site"
"52","ParticipantCount","3","Site"
"52","SiteCount","1","Site"
"53","ParticipantCount","3","Site"
"53","SiteCount","1","Site"
"54","ParticipantCount","17","Site"
"54","SiteCount","1","Site"
"55","ParticipantCount","1","Site"
"55","SiteCount","1","Site"
"56","ParticipantCount","25","Site"
"56","SiteCount","1","Site"
"57","ParticipantCount","2","Site"
"57","SiteCount","1","Site"
"58","ParticipantCount","20","Site"
"58","SiteCount","1","Site"
"59","ParticipantCount","8","Site"
"59","SiteCount","1","Site"
"6","ParticipantCount","1","Site"
"6","SiteCount","1","Site"
"60","ParticipantCount","4","Site"
"60","SiteCount","1","Site"
"61","ParticipantCount","15","Site"
"61","SiteCount","1","Site"
"62","ParticipantCount","34","Site"
"62","SiteCount","1","Site"
"63","ParticipantCount","10","Site"
"63","SiteCount","1","Site"
"64","ParticipantCount","4","Site"
"64","SiteCount","1","Site"
"65","ParticipantCount","1","Site"
"65","SiteCount","1","Site"
"66","ParticipantCount","1","Site"
"66","SiteCount","1","Site"
"67","ParticipantCount","11","Site"
"67","SiteCount","1","Site"
"68","ParticipantCount","4","Site"
"68","SiteCount","1","Site"
"69","ParticipantCount","12","Site"
"69","SiteCount","1","Site"
"7","ParticipantCount","9","Site"
"7","SiteCount","1","Site"
"70","ParticipantCount","3","Site"
"70","SiteCount","1","Site"
"71","ParticipantCount","10","Site"
"71","SiteCount","1","Site"
"72","ParticipantCount","1","Site"
"72","SiteCount","1","Site"
"73","ParticipantCount","4","Site"
"73","SiteCount","1","Site"
"75","ParticipantCount","10","Site"
"75","SiteCount","1","Site"
"76","ParticipantCount","12","Site"
"76","SiteCount","1","Site"
"77","ParticipantCount","17","Site"
"77","SiteCount","1","Site"
"78","ParticipantCount","1","Site"
"78","SiteCount","1","Site"
"8","ParticipantCount","23","Site"
"8","SiteCount","1","Site"
"80","ParticipantCount","5","Site"
"80","SiteCount","1","Site"
"81","ParticipantCount","4","Site"
"81","SiteCount","1","Site"
"82","ParticipantCount","2","Site"
"82","SiteCount","1","Site"
"83","ParticipantCount","7","Site"
"83","SiteCount","1","Site"
"84","ParticipantCount","3","Site"
"84","SiteCount","1","Site"
"85","ParticipantCount","13","Site"
"85","SiteCount","1","Site"
"86","ParticipantCount","22","Site"
"86","SiteCount","1","Site"
"87","ParticipantCount","1","Site"
"87","SiteCount","1","Site"
"89","ParticipantCount","6","Site"
"89","SiteCount","1","Site"
"9","ParticipantCount","2","Site"
"9","SiteCount","1","Site"
"91","ParticipantCount","16","Site"
"91","SiteCount","1","Site"
"92","ParticipantCount","15","Site"
"92","SiteCount","1","Site"
"94","ParticipantCount","36","Site"
"94","SiteCount","1","Site"
"96","ParticipantCount","4","Site"
"96","SiteCount","1","Site"
"97","ParticipantCount","5","Site"
"97","SiteCount","1","Site"
"98","ParticipantCount","2","Site"
"98","SiteCount","1","Site"
"99","ParticipantCount","1","Site"
"99","SiteCount","1","Site"
"AA-AA-000-0000","ParticipantCount","1301","Study"
"AA-AA-000-0000","SiteCount","176","Study"
"China","ParticipantCount","257","Country"
"China","SiteCount","46","Country"
"Japan","ParticipantCount","165","Country"
"Japan","SiteCount","38","Country"
"US","ParticipantCount","879","Country"
"US","SiteCount","92","Country"
"10","Status","Active","Site"
"10","InvestigatorFirstName","Ariel","Site"
"10","InvestigatorLastName","Torres","Site"
"10","City","city 1","Site"
"10","State","state 1","Site"
"10","Country","China","Site"
"10","protocol_row_id","1-1G9113","Site"
"10","site_num","10","Site"
"10","site_row_id","123-1234-0X126","Site"
"10","protocol","AA-AA-000-0000","Site"
"10","pi_number","0X126","Site"
"10","pi_last_name","Torres","Site"
"10","pi_first_name","Ariel","Site"
"10","site_status","Active","Site"
"10","is_satellite","FALSE","Site"
"10","account","city 1 Medical Center","Site"
"10","site_active_dt","2004-01-31","Site"
"10","city","city 1","Site"
"10","state","state 1","Site"
"10","country","China","Site"
"100","Status","Active","Site"
"100","InvestigatorFirstName","Cheyenne","Site"
"100","InvestigatorLastName","Spangler","Site"
"100","City","city 1","Site"
"100","State","state 1","Site"
"100","Country","Japan","Site"
"100","protocol_row_id","1-1G9113","Site"
"100","site_num","100","Site"
"100","site_row_id","123-1234-X060X","Site"
"100","protocol","AA-AA-000-0000","Site"
"100","pi_number","X060X","Site"
"100","pi_last_name","Spangler","Site"
"100","pi_first_name","Cheyenne","Site"
"100","site_status","Active","Site"
"100","is_satellite","FALSE","Site"
"100","account","city 1 Medical Center","Site"
"100","site_active_dt","2011-09-29","Site"
"100","city","city 1","Site"
"100","state","state 1","Site"
"100","country","Japan","Site"
"101","Status","Active","Site"
"101","InvestigatorFirstName","Macallyson","Site"
"101","InvestigatorLastName","Broughton","Site"
"101","City","city 1","Site"
"101","State","state 1","Site"
"101","Country","US","Site"
"101","protocol_row_id","1-1G9113","Site"
"101","site_num","101","Site"
"101","site_row_id","123-1234-0X174","Site"
"101","protocol","AA-AA-000-0000","Site"
"101","pi_number","0X174","Site"
"101","pi_last_name","Broughton","Site"
"101","pi_first_name","Macallyson","Site"
"101","site_status","Active","Site"
"101","is_satellite","FALSE","Site"
"101","account","city 1 Medical Center","Site"
"101","site_active_dt","2006-03-03","Site"
"101","city","city 1","Site"
"101","state","state 1","Site"
"101","country","US","Site"
"102","Status","Active","Site"
"102","InvestigatorFirstName","Asa","Site"
"102","InvestigatorLastName","Lester","Site"
"102","City","city 1","Site"
"102","State","state 1","Site"
"102","Country","US","Site"
"102","protocol_row_id","1-1G9113","Site"
"102","site_num","102","Site"
"102","site_row_id","123-1234-0X073","Site"
"102","protocol","AA-AA-000-0000","Site"
"102","pi_number","0X073","Site"
"102","pi_last_name","Lester","Site"
"102","pi_first_name","Asa","Site"
"102","site_status","Active","Site"
"102","is_satellite","FALSE","Site"
"102","account","city 1 Medical Center","Site"
"102","site_active_dt","2012-09-18","Site"
"102","city","city 1","Site"
"102","state","state 1","Site"
"102","country","US","Site"
"103","Status","Active","Site"
"103","InvestigatorFirstName","Manaal","Site"
"103","InvestigatorLastName","Salazar","Site"
"103","City","city 1","Site"
"103","State","state 1","Site"
"103","Country","Japan","Site"
"103","protocol_row_id","1-1G9113","Site"
"103","site_num","103","Site"
"103","site_row_id","123-1234-0X176","Site"
"103","protocol","AA-AA-000-0000","Site"
"103","pi_number","0X176","Site"
"103","pi_last_name","Salazar","Site"
"103","pi_first_name","Manaal","Site"
"103","site_status","Active","Site"
"103","is_satellite","TRUE","Site"
"103","account","city 1 Medical Center","Site"
"103","site_active_dt","2008-03-14","Site"
"103","city","city 1","Site"
"103","state","state 1","Site"
"103","country","Japan","Site"
"104","Status","Active","Site"
"104","InvestigatorFirstName","Dominico","Site"
"104","InvestigatorLastName","Rollins","Site"
"104","City","city 1","Site"
"104","State","state 1","Site"
"104","Country","US","Site"
"104","protocol_row_id","1-1G9113","Site"
"104","site_num","104","Site"
"104","site_row_id","123-1234-0X140","Site"
"104","protocol","AA-AA-000-0000","Site"
"104","pi_number","0X140","Site"
"104","pi_last_name","Rollins","Site"
"104","pi_first_name","Dominico","Site"
"104","site_status","Active","Site"
"104","is_satellite","FALSE","Site"
"104","account","city 1 Medical Center","Site"
"104","site_active_dt","2005-02-28","Site"
"104","city","city 1","Site"
"104","state","state 1","Site"
"104","country","US","Site"
"105","Status","Active","Site"
"105","InvestigatorFirstName","Brandon","Site"
"105","InvestigatorLastName","Terry","Site"
"105","City","city 1","Site"
"105","State","state 1","Site"
"105","Country","US","Site"
"105","protocol_row_id","1-1G9113","Site"
"105","site_num","105","Site"
"105","site_row_id","123-1234-0X179","Site"
"105","protocol","AA-AA-000-0000","Site"
"105","pi_number","0X179","Site"
"105","pi_last_name","Terry","Site"
"105","pi_first_name","Brandon","Site"
"105","site_status","Active","Site"
"105","is_satellite","FALSE","Site"
"105","account","city 1 Medical Center","Site"
"105","site_active_dt","2007-06-04","Site"
"105","city","city 1","Site"
"105","state","state 1","Site"
"105","country","US","Site"
"106","Status","Active","Site"
"106","InvestigatorFirstName","Gabriella","Site"
"106","InvestigatorLastName","Porter","Site"
"106","City","city 1","Site"
"106","State","state 1","Site"
"106","Country","US","Site"
"106","protocol_row_id","1-1G9113","Site"
"106","site_num","106","Site"
"106","site_row_id","123-1234-0X040","Site"
"106","protocol","AA-AA-000-0000","Site"
"106","pi_number","0X040","Site"
"106","pi_last_name","Porter","Site"
"106","pi_first_name","Gabriella","Site"
"106","site_status","Active","Site"
"106","is_satellite","FALSE","Site"
"106","account","city 1 Medical Center","Site"
"106","site_active_dt","2003-11-29","Site"
"106","city","city 1","Site"
"106","state","state 1","Site"
"106","country","US","Site"
"107","Status","Active","Site"
"107","InvestigatorFirstName","Peter","Site"
"107","InvestigatorLastName","Lopez","Site"
"107","City","city 1","Site"
"107","State","state 1","Site"
"107","Country","US","Site"
"107","protocol_row_id","1-1G9113","Site"
"107","site_num","107","Site"
"107","site_row_id","123-1234-0X072","Site"
"107","protocol","AA-AA-000-0000","Site"
"107","pi_number","0X072","Site"
"107","pi_last_name","Lopez","Site"
"107","pi_first_name","Peter","Site"
"107","site_status","Active","Site"
"107","is_satellite","FALSE","Site"
"107","account","city 1 Medical Center","Site"
"107","site_active_dt","2007-10-03","Site"
"107","city","city 1","Site"
"107","state","state 1","Site"
"107","country","US","Site"
"109","Status","Active","Site"
"109","InvestigatorFirstName","Brandon","Site"
"109","InvestigatorLastName","Pascual","Site"
"109","City","city 1","Site"
"109","State","state 1","Site"
"109","Country","China","Site"
"109","protocol_row_id","1-1G9113","Site"
"109","site_num","109","Site"
"109","site_row_id","123-1234-0X127","Site"
"109","protocol","AA-AA-000-0000","Site"
"109","pi_number","0X127","Site"
"109","pi_last_name","Pascual","Site"
"109","pi_first_name","Brandon","Site"
"109","site_status","Active","Site"
"109","is_satellite","FALSE","Site"
"109","account","city 1 Medical Center","Site"
"109","site_active_dt","2010-12-11","Site"
"109","city","city 1","Site"
"109","state","state 1","Site"
"109","country","China","Site"
"11","Status","Active","Site"
"11","InvestigatorFirstName","Michael","Site"
"11","InvestigatorLastName","Ashcroft-Bitsilly","Site"
"11","City","city 1","Site"
"11","State","state 1","Site"
"11","Country","China","Site"
"11","protocol_row_id","1-1G9113","Site"
"11","site_num","11","Site"
"11","site_row_id","123-1234-0X156","Site"
"11","protocol","AA-AA-000-0000","Site"
"11","pi_number","0X156","Site"
"11","pi_last_name","Ashcroft-Bitsilly","Site"
"11","pi_first_name","Michael","Site"
"11","site_status","Active","Site"
"11","is_satellite","FALSE","Site"
"11","account","city 1 Medical Center","Site"
"11","site_active_dt","2005-08-12","Site"
"11","city","city 1","Site"
"11","state","state 1","Site"
"11","country","China","Site"
"110","Status","Active","Site"
"110","InvestigatorFirstName","Trang","Site"
"110","InvestigatorLastName","al-Rais","Site"
"110","City","city 1","Site"
"110","State","state 1","Site"
"110","Country","China","Site"
"110","protocol_row_id","1-1G9113","Site"
"110","site_num","110","Site"
"110","site_row_id","123-1234-0X181","Site"
"110","protocol","AA-AA-000-0000","Site"
"110","pi_number","0X181","Site"
"110","pi_last_name","al-Rais","Site"
"110","pi_first_name","Trang","Site"
"110","site_status","Active","Site"
"110","is_satellite","FALSE","Site"
"110","account","city 1 Medical Center","Site"
"110","site_active_dt","2017-05-01","Site"
"110","city","city 1","Site"
"110","state","state 1","Site"
"110","country","China","Site"
"111","Status","Active","Site"
"111","InvestigatorFirstName","Yueh-Ya","Site"
"111","InvestigatorLastName","Mancilla","Site"
"111","City","city 1","Site"
"111","State","state 1","Site"
"111","Country","US","Site"
"111","protocol_row_id","1-1G9113","Site"
"111","site_num","111","Site"
"111","site_row_id","123-1234-0X114","Site"
"111","protocol","AA-AA-000-0000","Site"
"111","pi_number","0X114","Site"
"111","pi_last_name","Mancilla","Site"
"111","pi_first_name","Yueh-Ya","Site"
"111","site_status","Active","Site"
"111","is_satellite","TRUE","Site"
"111","account","city 1 Medical Center","Site"
"111","site_active_dt","2004-05-15","Site"
"111","city","city 1","Site"
"111","state","state 1","Site"
"111","country","US","Site"
"112","Status","Active","Site"
"112","InvestigatorFirstName","Trevor","Site"
"112","InvestigatorLastName","el-Dia","Site"
"112","City","city 1","Site"
"112","State","state 1","Site"
"112","Country","Japan","Site"
"112","protocol_row_id","1-1G9113","Site"
"112","site_num","112","Site"
"112","site_row_id","123-1234-0X118","Site"
"112","protocol","AA-AA-000-0000","Site"
"112","pi_number","0X118","Site"
"112","pi_last_name","el-Dia","Site"
"112","pi_first_name","Trevor","Site"
"112","site_status","Active","Site"
"112","is_satellite","FALSE","Site"
"112","account","city 1 Medical Center","Site"
"112","site_active_dt","2008-11-03","Site"
"112","city","city 1","Site"
"112","state","state 1","Site"
"112","country","Japan","Site"
"113","Status","Active","Site"
"113","InvestigatorFirstName","Brittany","Site"
"113","InvestigatorLastName","al-Hasen","Site"
"113","City","city 1","Site"
"113","State","state 1","Site"
"113","Country","China","Site"
"113","protocol_row_id","1-1G9113","Site"
"113","site_num","113","Site"
"113","site_row_id","123-1234-X187X","Site"
"113","protocol","AA-AA-000-0000","Site"
"113","pi_number","X187X","Site"
"113","pi_last_name","al-Hasen","Site"
"113","pi_first_name","Brittany","Site"
"113","site_status","Active","Site"
"113","is_satellite","FALSE","Site"
"113","account","city 1 Medical Center","Site"
"113","site_active_dt","2004-07-01","Site"
"113","city","city 1","Site"
"113","state","state 1","Site"
"113","country","China","Site"
"114","Status","Active","Site"
"114","InvestigatorFirstName","Aatika","Site"
"114","InvestigatorLastName","el-Shaker","Site"
"114","City","city 1","Site"
"114","State","state 1","Site"
"114","Country","US","Site"
"114","protocol_row_id","1-1G9113","Site"
"114","site_num","114","Site"
"114","site_row_id","123-1234-0X016","Site"
"114","protocol","AA-AA-000-0000","Site"
"114","pi_number","0X016","Site"
"114","pi_last_name","el-Shaker","Site"
"114","pi_first_name","Aatika","Site"
"114","site_status","Active","Site"
"114","is_satellite","FALSE","Site"
"114","account","city 1 Medical Center","Site"
"114","site_active_dt","2005-04-02","Site"
"114","city","city 1","Site"
"114","state","state 1","Site"
"114","country","US","Site"
"115","Status","Active","Site"
"115","InvestigatorFirstName","Sabriyya","Site"
"115","InvestigatorLastName","el-Mostafa","Site"
"115","City","city 1","Site"
"115","State","state 1","Site"
"115","Country","US","Site"
"115","protocol_row_id","1-1G9113","Site"
"115","site_num","115","Site"
"115","site_row_id","123-1234-0X037","Site"
"115","protocol","AA-AA-000-0000","Site"
"115","pi_number","0X037","Site"
"115","pi_last_name","el-Mostafa","Site"
"115","pi_first_name","Sabriyya","Site"
"115","site_status","Active","Site"
"115","is_satellite","TRUE","Site"
"115","account","city 1 Medical Center","Site"
"115","site_active_dt","2011-01-25","Site"
"115","city","city 1","Site"
"115","state","state 1","Site"
"115","country","US","Site"
"116","Status","Active","Site"
"116","InvestigatorFirstName","Alexander","Site"
"116","InvestigatorLastName","Patalan","Site"
"116","City","city 1","Site"
"116","State","state 1","Site"
"116","Country","China","Site"
"116","protocol_row_id","1-1G9113","Site"
"116","site_num","116","Site"
"116","site_row_id","123-1234-0X105","Site"
"116","protocol","AA-AA-000-0000","Site"
"116","pi_number","0X105","Site"
"116","pi_last_name","Patalan","Site"
"116","pi_first_name","Alexander","Site"
"116","site_status","Active","Site"
"116","is_satellite","FALSE","Site"
"116","account","city 1 Medical Center","Site"
"116","site_active_dt","2006-03-05","Site"
"116","city","city 1","Site"
"116","state","state 1","Site"
"116","country","China","Site"
"117","Status","Active","Site"
"117","InvestigatorFirstName","Nazeeha","Site"
"117","InvestigatorLastName","al-Badour","Site"
"117","City","city 1","Site"
"117","State","state 1","Site"
"117","Country","China","Site"
"117","protocol_row_id","1-1G9113","Site"
"117","site_num","117","Site"
"117","site_row_id","123-1234-0X092","Site"
"117","protocol","AA-AA-000-0000","Site"
"117","pi_number","0X092","Site"
"117","pi_last_name","al-Badour","Site"
"117","pi_first_name","Nazeeha","Site"
"117","site_status","Active","Site"
"117","is_satellite","FALSE","Site"
"117","account","city 1 Medical Center","Site"
"117","site_active_dt","2017-09-01","Site"
"117","city","city 1","Site"
"117","state","state 1","Site"
"117","country","China","Site"
"118","Status","Active","Site"
"118","InvestigatorFirstName","Mujaahida","Site"
"118","InvestigatorLastName","Farr","Site"
"118","City","city 1","Site"
"118","State","state 1","Site"
"118","Country","US","Site"
"118","protocol_row_id","1-1G9113","Site"
"118","site_num","118","Site"
"118","site_row_id","123-1234-0X076","Site"
"118","protocol","AA-AA-000-0000","Site"
"118","pi_number","0X076","Site"
"118","pi_last_name","Farr","Site"
"118","pi_first_name","Mujaahida","Site"
"118","site_status","Active","Site"
"118","is_satellite","TRUE","Site"
"118","account","city 1 Medical Center","Site"
"118","site_active_dt","2006-03-06","Site"
"118","city","city 1","Site"
"118","state","state 1","Site"
"118","country","US","Site"
"119","Status","Active","Site"
"119","InvestigatorFirstName","Ashlee","Site"
"119","InvestigatorLastName","Keese","Site"
"119","City","city 1","Site"
"119","State","state 1","Site"
"119","Country","China","Site"
"119","protocol_row_id","1-1G9113","Site"
"119","site_num","119","Site"
"119","site_row_id","123-1234-0X134","Site"
"119","protocol","AA-AA-000-0000","Site"
"119","pi_number","0X134","Site"
"119","pi_last_name","Keese","Site"
"119","pi_first_name","Ashlee","Site"
"119","site_status","Active","Site"
"119","is_satellite","FALSE","Site"
"119","account","city 1 Medical Center","Site"
"119","site_active_dt","2005-03-30","Site"
"119","city","city 1","Site"
"119","state","state 1","Site"
"119","country","China","Site"
"12","Status","Active","Site"
"12","InvestigatorFirstName","Shaleena","Site"
"12","InvestigatorLastName","al-Mussa","Site"
"12","City","city 1","Site"
"12","State","state 1","Site"
"12","Country","US","Site"
"12","protocol_row_id","1-1G9113","Site"
"12","site_num","12","Site"
"12","site_row_id","123-1234-0X085","Site"
"12","protocol","AA-AA-000-0000","Site"
"12","pi_number","0X085","Site"
"12","pi_last_name","al-Mussa","Site"
"12","pi_first_name","Shaleena","Site"
"12","site_status","Active","Site"
"12","is_satellite","FALSE","Site"
"12","account","city 1 Medical Center","Site"
"12","site_active_dt","2004-08-31","Site"
"12","city","city 1","Site"
"12","state","state 1","Site"
"12","country","US","Site"
"120","Status","Active","Site"
"120","InvestigatorFirstName","Andres","Site"
"120","InvestigatorLastName","Kanack","Site"
"120","City","city 1","Site"
"120","State","state 1","Site"
"120","Country","China","Site"
"120","protocol_row_id","1-1G9113","Site"
"120","site_num","120","Site"
"120","site_row_id","123-1234-0X169","Site"
"120","protocol","AA-AA-000-0000","Site"
"120","pi_number","0X169","Site"
"120","pi_last_name","Kanack","Site"
"120","pi_first_name","Andres","Site"
"120","site_status","Active","Site"
"120","is_satellite","FALSE","Site"
"120","account","city 1 Medical Center","Site"
"120","site_active_dt","2012-08-26","Site"
"120","city","city 1","Site"
"120","state","state 1","Site"
"120","country","China","Site"
"121","Status","Active","Site"
"121","InvestigatorFirstName","Nicholas","Site"
"121","InvestigatorLastName","Strock","Site"
"121","City","city 1","Site"
"121","State","state 1","Site"
"121","Country","US","Site"
"121","protocol_row_id","1-1G9113","Site"
"121","site_num","121","Site"
"121","site_row_id","123-1234-0X120","Site"
"121","protocol","AA-AA-000-0000","Site"
"121","pi_number","0X120","Site"
"121","pi_last_name","Strock","Site"
"121","pi_first_name","Nicholas","Site"
"121","site_status","Active","Site"
"121","is_satellite","FALSE","Site"
"121","account","city 1 Medical Center","Site"
"121","site_active_dt","2006-02-28","Site"
"121","city","city 1","Site"
"121","state","state 1","Site"
