"GroupID","Param","Value","GroupLevel"
"0X176","site_row_id","123-1234-0X176","Site"
"0X176","studyid","AA-AA-000-0000","Site"
"0X176","invid","0X176","Site"
"0X176","InvestigatorLastName","Salazar","Site"
"0X176","InvestigatorFirstName","Manaal","Site"
"0X176","site_status","Active","Site"
"0X176","is_satellite","TRUE","Site"
"0X176","account","city 1 Medical Center","Site"
"0X176","site_active_dt","2008-03-14","Site"
"0X176","City","city 1","Site"
"0X176","State","state 1","Site"
"0X176","Country","Japan","Site"
"0X140","protocol_row_id","1-1G9113","Site"
"0X140","site_num","104","Site"
"0X140","site_row_id","123-1234-0X140","Site"
"0X140","studyid","AA-AA-000-0000","Site"
"0X140","invid","0X140","Site"
"0X140","InvestigatorLastName","Rollins","Site"
"0X140","InvestigatorFirstName","Dominico","Site"
"0X140","site_status","Active","Site"
"0X140","is_satellite","FALSE","Site"
"0X140","account","city 1 Medical Center","Site"
"0X140","site_active_dt","2005-02-28","Site"
"0X140","City","city 1","Site"
"0X140","State","state 1","Site"
"0X140","Country","US","Site"
"0X179","protocol_row_id","1-1G9113","Site"
"0X179","site_num","105","Site"
"0X179","site_row_id","123-1234-0X179","Site"
"0X179","studyid","AA-AA-000-0000","Site"
"0X179","invid","0X179","Site"
"0X179","InvestigatorLastName","Terry","Site"
"0X179","InvestigatorFirstName","Brandon","Site"
"0X179","site_status","Active","Site"
"0X179","is_satellite","FALSE","Site"
"0X179","account","city 1 Medical Center","Site"
"0X179","site_active_dt","2007-06-04","Site"
"0X179","City","city 1","Site"
"0X179","State","state 1","Site"
"0X179","Country","US","Site"
"0X040","protocol_row_id","1-1G9113","Site"
"0X040","site_num","106","Site"
"0X040","site_row_id","123-1234-0X040","Site"
"0X040","studyid","AA-AA-000-0000","Site"
"0X040","invid","0X040","Site"
"0X040","InvestigatorLastName","Porter","Site"
"0X040","InvestigatorFirstName","Gabriella","Site"
"0X040","site_status","Active","Site"
"0X040","is_satellite","FALSE","Site"
"0X040","account","city 1 Medical Center","Site"
"0X040","site_active_dt","2003-11-29","Site"
"0X040","City","city 1","Site"
"0X040","State","state 1","Site"
"0X040","Country","US","Site"
"0X072","protocol_row_id","1-1G9113","Site"
"0X072","site_num","107","Site"
"0X072","site_row_id","123-1234-0X072","Site"
"0X072","studyid","AA-AA-000-0000","Site"
"0X072","invid","0X072","Site"
"0X072","InvestigatorLastName","Lopez","Site"
"0X072","InvestigatorFirstName","Peter","Site"
"0X072","site_status","Active","Site"
"0X072","is_satellite","FALSE","Site"
"0X072","account","city 1 Medical Center","Site"
"0X072","site_active_dt","2007-10-03","Site"
"0X072","City","city 1","Site"
"0X072","State","state 1","Site"
"0X072","Country","US","Site"
"0X127","protocol_row_id","1-1G9113","Site"
"0X127","site_num","109","Site"
"0X127","site_row_id","123-1234-0X127","Site"
"0X127","studyid","AA-AA-000-0000","Site"
"0X127","invid","0X127","Site"
"0X127","InvestigatorLastName","Pascual","Site"
"0X127","InvestigatorFirstName","Brandon","Site"
"0X127","site_status","Active","Site"
"0X127","is_satellite","FALSE","Site"
"0X127","account","city 1 Medical Center","Site"
"0X127","site_active_dt","2010-12-11","Site"
"0X127","City","city 1","Site"
"0X127","State","state 1","Site"
"0X127","Country","China","Site"
"0X156","protocol_row_id","1-1G9113","Site"
"0X156","site_num","11","Site"
"0X156","site_row_id","123-1234-0X156","Site"
"0X156","studyid","AA-AA-000-0000","Site"
"0X156","invid","0X156","Site"
"0X156","InvestigatorLastName","Ashcroft-Bitsilly","Site"
"0X156","InvestigatorFirstName","Michael","Site"
"0X156","site_status","Active","Site"
"0X156","is_satellite","FALSE","Site"
"0X156","account","city 1 Medical Center","Site"
"0X156","site_active_dt","2005-08-12","Site"
"0X156","City","city 1","Site"
"0X156","State","state 1","Site"
"0X156","Country","China","Site"
"0X181","protocol_row_id","1-1G9113","Site"
"0X181","site_num","110","Site"
"0X181","site_row_id","123-1234-0X181","Site"
"0X181","studyid","AA-AA-000-0000","Site"
"0X181","invid","0X181","Site"
"0X181","InvestigatorLastName","al-Rais","Site"
"0X181","InvestigatorFirstName","Trang","Site"
"0X181","site_status","Active","Site"
"0X181","is_satellite","FALSE","Site"
"0X181","account","city 1 Medical Center","Site"
"0X181","site_active_dt","2017-05-01","Site"
"0X181","City","city 1","Site"
"0X181","State","state 1","Site"
"0X181","Country","China","Site"
"0X114","protocol_row_id","1-1G9113","Site"
"0X114","site_num","111","Site"
"0X114","site_row_id","123-1234-0X114","Site"
"0X114","studyid","AA-AA-000-0000","Site"
"0X114","invid","0X114","Site"
"0X114","InvestigatorLastName","Mancilla","Site"
"0X114","InvestigatorFirstName","Yueh-Ya","Site"
"0X114","site_status","Active","Site"
"0X114","is_satellite","TRUE","Site"
"0X114","account","city 1 Medical Center","Site"
"0X114","site_active_dt","2004-05-15","Site"
"0X114","City","city 1","Site"
"0X114","State","state 1","Site"
"0X114","Country","US","Site"
"0X118","protocol_row_id","1-1G9113","Site"
"0X118","site_num","112","Site"
"0X118","site_row_id","123-1234-0X118","Site"
"0X118","studyid","AA-AA-000-0000","Site"
"0X118","invid","0X118","Site"
"0X118","InvestigatorLastName","el-Dia","Site"
"0X118","InvestigatorFirstName","Trevor","Site"
"0X118","site_status","Active","Site"
"0X118","is_satellite","FALSE","Site"
"0X118","account","city 1 Medical Center","Site"
"0X118","site_active_dt","2008-11-03","Site"
"0X118","City","city 1","Site"
"0X118","State","state 1","Site"
"0X118","Country","Japan","Site"
"X187X","protocol_row_id","1-1G9113","Site"
"X187X","site_num","113","Site"
"X187X","site_row_id","123-1234-X187X","Site"
"X187X","studyid","AA-AA-000-0000","Site"
"X187X","invid","X187X","Site"
"X187X","InvestigatorLastName","al-Hasen","Site"
"X187X","InvestigatorFirstName","Brittany","Site"
"X187X","site_status","Active","Site"
"X187X","is_satellite","FALSE","Site"
"X187X","account","city 1 Medical Center","Site"
"X187X","site_active_dt","2004-07-01","Site"
"X187X","City","city 1","Site"
"X187X","State","state 1","Site"
"X187X","Country","China","Site"
"0X016","protocol_row_id","1-1G9113","Site"
"0X016","site_num","114","Site"
"0X016","site_row_id","123-1234-0X016","Site"
"0X016","studyid","AA-AA-000-0000","Site"
"0X016","invid","0X016","Site"
"0X016","InvestigatorLastName","el-Shaker","Site"
"0X016","InvestigatorFirstName","Aatika","Site"
"0X016","site_status","Active","Site"
"0X016","is_satellite","FALSE","Site"
"0X016","account","city 1 Medical Center","Site"
"0X016","site_active_dt","2005-04-02","Site"
"0X016","City","city 1","Site"
"0X016","State","state 1","Site"
"0X016","Country","US","Site"
"0X037","protocol_row_id","1-1G9113","Site"
"0X037","site_num","115","Site"
"0X037","site_row_id","123-1234-0X037","Site"
"0X037","studyid","AA-AA-000-0000","Site"
"0X037","invid","0X037","Site"
"0X037","InvestigatorLastName","el-Mostafa","Site"
"0X037","InvestigatorFirstName","Sabriyya","Site"
"0X037","site_status","Active","Site"
"0X037","is_satellite","TRUE","Site"
"0X037","account","city 1 Medical Center","Site"
"0X037","site_active_dt","2011-01-25","Site"
"0X037","City","city 1","Site"
"0X037","State","state 1","Site"
"0X037","Country","US","Site"
"0X105","protocol_row_id","1-1G9113","Site"
"0X105","site_num","116","Site"
"0X105","site_row_id","123-1234-0X105","Site"
"0X105","studyid","AA-AA-000-0000","Site"
"0X105","invid","0X105","Site"
"0X105","InvestigatorLastName","Patalan","Site"
"0X105","InvestigatorFirstName","Alexander","Site"
"0X105","site_status","Active","Site"
"0X105","is_satellite","FALSE","Site"
"0X105","account","city 1 Medical Center","Site"
"0X105","site_active_dt","2006-03-05","Site"
"0X105","City","city 1","Site"
"0X105","State","state 1","Site"
"0X105","Country","China","Site"
"0X092","protocol_row_id","1-1G9113","Site"
"0X092","site_num","117","Site"
"0X092","site_row_id","123-1234-0X092","Site"
"0X092","studyid","AA-AA-000-0000","Site"
"0X092","invid","0X092","Site"
"0X092","InvestigatorLastName","al-Badour","Site"
"0X092","InvestigatorFirstName","Nazeeha","Site"
"0X092","site_status","Active","Site"
"0X092","is_satellite","FALSE","Site"
"0X092","account","city 1 Medical Center","Site"
"0X092","site_active_dt","2017-09-01","Site"
"0X092","City","city 1","Site"
"0X092","State","state 1","Site"
"0X092","Country","China","Site"
"0X076","protocol_row_id","1-1G9113","Site"
"0X076","site_num","118","Site"
"0X076","site_row_id","123-1234-0X076","Site"
"0X076","studyid","AA-AA-000-0000","Site"
"0X076","invid","0X076","Site"
"0X076","InvestigatorLastName","Farr","Site"
"0X076","InvestigatorFirstName","Mujaahida","Site"
"0X076","site_status","Active","Site"
"0X076","is_satellite","TRUE","Site"
"0X076","account","city 1 Medical Center","Site"
"0X076","site_active_dt","2006-03-06","Site"
"0X076","City","city 1","Site"
"0X076","State","state 1","Site"
"0X076","Country","US","Site"
"0X134","protocol_row_id","1-1G9113","Site"
"0X134","site_num","119","Site"
"0X134","site_row_id","123-1234-0X134","Site"
"0X134","studyid","AA-AA-000-0000","Site"
"0X134","invid","0X134","Site"
"0X134","InvestigatorLastName","Keese","Site"
"0X134","InvestigatorFirstName","Ashlee","Site"
"0X134","site_status","Active","Site"
"0X134","is_satellite","FALSE","Site"
"0X134","account","city 1 Medical Center","Site"
"0X134","site_active_dt","2005-03-30","Site"
"0X134","City","city 1","Site"
"0X134","State","state 1","Site"
"0X134","Country","China","Site"
"0X085","protocol_row_id","1-1G9113","Site"
"0X085","site_num","12","Site"
"0X085","site_row_id","123-1234-0X085","Site"
"0X085","studyid","AA-AA-000-0000","Site"
"0X085","invid","0X085","Site"
"0X085","InvestigatorLastName","al-Mussa","Site"
"0X085","InvestigatorFirstName","Shaleena","Site"
"0X085","site_status","Active","Site"
"0X085","is_satellite","FALSE","Site"
"0X085","account","city 1 Medical Center","Site"
"0X085","site_active_dt","2004-08-31","Site"
"0X085","City","city 1","Site"
"0X085","State","state 1","Site"
"0X085","Country","US","Site"
"0X169","protocol_row_id","1-1G9113","Site"
"0X169","site_num","120","Site"
"0X169","site_row_id","123-1234-0X169","Site"
"0X169","studyid","AA-AA-000-0000","Site"
"0X169","invid","0X169","Site"
"0X169","InvestigatorLastName","Kanack","Site"
"0X169","InvestigatorFirstName","Andres","Site"
"0X169","site_status","Active","Site"
"0X169","is_satellite","FALSE","Site"
"0X169","account","city 1 Medical Center","Site"
"0X169","site_active_dt","2012-08-26","Site"
"0X169","City","city 1","Site"
"0X169","State","state 1","Site"
"0X169","Country","China","Site"
"0X120","protocol_row_id","1-1G9113","Site"
"0X120","site_num","121","Site"
"0X120","site_row_id","123-1234-0X120","Site"
"0X120","studyid","AA-AA-000-0000","Site"
"0X120","invid","0X120","Site"
"0X120","InvestigatorLastName","Strock","Site"
"0X120","InvestigatorFirstName","Nicholas","Site"
"0X120","site_status","Active","Site"
"0X120","is_satellite","FALSE","Site"
"0X120","account","city 1 Medical Center","Site"
"0X120","site_active_dt","2006-02-28","Site"
"0X120","City","city 1","Site"
"0X120","State","state 1","Site"
"0X120","Country","US","Site"
"0X018","protocol_row_id","1-1G9113","Site"
"0X018","site_num","122","Site"
"0X018","site_row_id","123-1234-0X018","Site"
"0X018","studyid","AA-AA-000-0000","Site"
"0X018","invid","0X018","Site"
"0X018","InvestigatorLastName","Bocanegra","Site"
"0X018","InvestigatorFirstName","Aquilah","Site"
"0X018","site_status","Active","Site"
"0X018","is_satellite","FALSE","Site"
"0X018","account","city 1 Medical Center","Site"
"0X018","site_active_dt","2005-06-17","Site"
"0X018","City","city 1","Site"
"0X018","State","state 1","Site"
"0X018","Country","China","Site"
"0X078","protocol_row_id","1-1G9113","Site"
"0X078","site_num","123","Site"
"0X078","site_row_id","123-1234-0X078","Site"
"0X078","studyid","AA-AA-000-0000","Site"
"0X078","invid","0X078","Site"
"0X078","InvestigatorLastName","Ha","Site"
"0X078","InvestigatorFirstName","Mariah","Site"
"0X078","site_status","Active","Site"
"0X078","is_satellite","FALSE","Site"
"0X078","account","city 1 Medical Center","Site"
"0X078","site_active_dt","2007-10-16","Site"
"0X078","City","city 1","Site"
"0X078","State","state 1","Site"
"0X078","Country","Japan","Site"
"0X029","protocol_row_id","1-1G9113","Site"
"0X029","site_num","124","Site"
"0X029","site_row_id","123-1234-0X029","Site"
"0X029","studyid","AA-AA-000-0000","Site"
"0X029","invid","0X029","Site"
"0X029","InvestigatorLastName","Truong","Site"
"0X029","InvestigatorFirstName","Christopher","Site"
"0X029","site_status","Active","Site"
"0X029","is_satellite","FALSE","Site"
"0X029","account","city 1 Medical Center","Site"
"0X029","site_active_dt","2006-10-13","Site"
"0X029","City","city 1","Site"
"0X029","State","state 1","Site"
"0X029","Country","US","Site"
"0X099","protocol_row_id","1-1G9113","Site"
"0X099","site_num","126","Site"
"0X099","site_row_id","123-1234-0X099","Site"
"0X099","studyid","AA-AA-000-0000","Site"
"0X099","invid","0X099","Site"
"0X099","InvestigatorLastName","Schmidt","Site"
"0X099","InvestigatorFirstName","Joseph","Site"
"0X099","site_status","Active","Site"
"0X099","is_satellite","FALSE","Site"
"0X099","account","city 1 Medical Center","Site"
"0X099","site_active_dt","2004-06-05","Site"
"0X099","City","city 1","Site"
"0X099","State","state 1","Site"
"0X099","Country","China","Site"
"0X043","protocol_row_id","1-1G9113","Site"
"0X043","site_num","127","Site"
"0X043","site_row_id","123-1234-0X043","Site"
"0X043","studyid","AA-AA-000-0000","Site"
"0X043","invid","0X043","Site"
"0X043","InvestigatorLastName","Ford","Site"
"0X043","InvestigatorFirstName","Saaya","Site"
"0X043","site_status","Active","Site"
"0X043","is_satellite","FALSE","Site"
"0X043","account","city 1 Medical Center","Site"
"0X043","site_active_dt","2005-12-10","Site"
"0X043","City","city 1","Site"
"0X043","State","state 1","Site"
"0X043","Country","Japan","Site"
"0X149","protocol_row_id","1-1G9113","Site"
"0X149","site_num","128","Site"
"0X149","site_row_id","123-1234-0X149","Site"
"0X149","studyid","AA-AA-000-0000","Site"
"0X149","invid","0X149","Site"
"0X149","InvestigatorLastName","Lesley","Site"
"0X149","InvestigatorFirstName","Nkaujiaong","Site"
"0X149","site_status","Active","Site"
"0X149","is_satellite","TRUE","Site"
"0X149","account","city 1 Medical Center","Site"
"0X149","site_active_dt","2006-07-20","Site"
"0X149","City","city 1","Site"
"0X149","State","state 1","Site"
"0X149","Country","Japan","Site"
"0X048","protocol_row_id","1-1G9113","Site"
"0X048","site_num","129","Site"
"0X048","site_row_id","123-1234-0X048","Site"
"0X048","studyid","AA-AA-000-0000","Site"
"0X048","invid","0X048","Site"
"0X048","InvestigatorLastName","Friedrich","Site"
"0X048","InvestigatorFirstName","Anna","Site"
"0X048","site_status","Active","Site"
"0X048","is_satellite","TRUE","Site"
"0X048","account","city 1 Medical Center","Site"
"0X048","site_active_dt","2012-08-20","Site"
"0X048","City","city 1","Site"
"0X048","State","state 1","Site"
"0X048","Country","China","Site"
"0X077","protocol_row_id","1-1G9113","Site"
"0X077","site_num","13","Site"
"0X077","site_row_id","123-1234-0X077","Site"
"0X077","studyid","AA-AA-000-0000","Site"
"0X077","invid","0X077","Site"
"0X077","InvestigatorLastName","Gonzalez","Site"
"0X077","InvestigatorFirstName","Crystal","Site"
"0X077","site_status","Active","Site"
"0X077","is_satellite","FALSE","Site"
"0X077","account","city 1 Medical Center","Site"
"0X077","site_active_dt","2003-11-16","Site"
"0X077","City","city 1","Site"
"0X077","State","state 1","Site"
"0X077","Country","China","Site"
"0X010","protocol_row_id","1-1G9113","Site"
"0X010","site_num","130","Site"
"0X010","site_row_id","123-1234-0X010","Site"
"0X010","studyid","AA-AA-000-0000","Site"
"0X010","invid","0X010","Site"
"0X010","InvestigatorLastName","al-Radi","Site"
"0X010","InvestigatorFirstName","Carissa","Site"
"0X010","site_status","Active","Site"
"0X010","is_satellite","FALSE","Site"
"0X010","account","city 1 Medical Center","Site"
"0X010","site_active_dt","2005-11-09","Site"
"0X010","City","city 1","Site"
"0X010","State","state 1","Site"
"0X010","Country","Japan","Site"
"0X025","protocol_row_id","1-1G9113","Site"
"0X025","site_num","131","Site"
"0X025","site_row_id","123-1234-0X025","Site"
"0X025","studyid","AA-AA-000-0000","Site"
"0X025","invid","0X025","Site"
"0X025","InvestigatorLastName","Smith","Site"
"0X025","InvestigatorFirstName","Eric","Site"
"0X025","site_status","Active","Site"
"0X025","is_satellite","FALSE","Site"
"0X025","account","city 1 Medical Center","Site"
"0X025","site_active_dt","2004-10-14","Site"
"0X025","City","city 1","Site"
"0X025","State","state 1","Site"
"0X025","Country","China","Site"
"0X028","protocol_row_id","1-1G9113","Site"
"0X028","site_num","132","Site"
"0X028","site_row_id","123-1234-0X028","Site"
"0X028","studyid","AA-AA-000-0000","Site"
"0X028","invid","0X028","Site"
"0X028","InvestigatorLastName","Gonzales","Site"
"0X028","InvestigatorFirstName","Aqsa","Site"
"0X028","site_status","Active","Site"
"0X028","is_satellite","FALSE","Site"
"0X028","account","city 1 Medical Center","Site"
"0X028","site_active_dt","2011-09-08","Site"
"0X028","City","city 1","Site"
"0X028","State","state 1","Site"
"0X028","Country","China","Site"
"0X042","protocol_row_id","1-1G9113","Site"
"0X042","site_num","133","Site"
"0X042","site_row_id","123-1234-0X042","Site"
"0X042","studyid","AA-AA-000-0000","Site"
"0X042","invid","0X042","Site"
"0X042","InvestigatorLastName","el-Massoud","Site"
"0X042","InvestigatorFirstName","Musaddiq","Site"
"0X042","site_status","Active","Site"
"0X042","is_satellite","FALSE","Site"
"0X042","account","city 1 Medical Center","Site"
"0X042","site_active_dt","2008-05-25","Site"
"0X042","City","city 1","Site"
"0X042","State","state 1","Site"
"0X042","Country","Japan","Site"
"0X057","protocol_row_id","1-1G9113","Site"
"0X057","site_num","134","Site"
"0X057","site_row_id","123-1234-0X057","Site"
"0X057","studyid","AA-AA-000-0000","Site"
"0X057","invid","0X057","Site"
"0X057","InvestigatorLastName","Aragon","Site"
"0X057","InvestigatorFirstName","Hailey","Site"
"0X057","site_status","Active","Site"
"0X057","is_satellite","FALSE","Site"
"0X057","account","city 1 Medical Center","Site"
"0X057","site_active_dt","2006-09-28","Site"
"0X057","City","city 1","Site"
"0X057","State","state 1","Site"
"0X057","Country","US","Site"
"0X142","protocol_row_id","1-1G9113","Site"
"0X142","site_num","135","Site"
"0X142","site_row_id","123-1234-0X142","Site"
"0X142","studyid","AA-AA-000-0000","Site"
"0X142","invid","0X142","Site"
"0X142","InvestigatorLastName","Garnett","Site"
"0X142","InvestigatorFirstName","Alix","Site"
"0X142","site_status","Active","Site"
"0X142","is_satellite","FALSE","Site"
"0X142","account","city 1 Medical Center","Site"
"0X142","site_active_dt","2004-09-10","Site"
"0X142","City","city 1","Site"
"0X142","State","state 1","Site"
"0X142","Country","Japan","Site"
"0X110","protocol_row_id","1-1G9113","Site"
"0X110","site_num","136","Site"
"0X110","site_row_id","123-1234-0X110","Site"
"0X110","studyid","AA-AA-000-0000","Site"
"0X110","invid","0X110","Site"
"0X110","InvestigatorLastName","Cleckley","Site"
"0X110","InvestigatorFirstName","Zakariyya","Site"
"0X110","site_status","Active","Site"
"0X110","is_satellite","FALSE","Site"
"0X110","account","city 1 Medical Center","Site"
"0X110","site_active_dt","2004-07-14","Site"
"0X110","City","city 1","Site"
"0X110","State","state 1","Site"
"0X110","Country","US","Site"
"0X086","protocol_row_id","1-1G9113","Site"
"0X086","site_num","137","Site"
"0X086","site_row_id","123-1234-0X086","Site"
"0X086","studyid","AA-AA-000-0000","Site"
"0X086","invid","0X086","Site"
"0X086","InvestigatorLastName","Gonzales","Site"
"0X086","InvestigatorFirstName","Lindsey","Site"
"0X086","site_status","Active","Site"
"0X086","is_satellite","FALSE","Site"
"0X086","account","city 1 Medical Center","Site"
"0X086","site_active_dt","2004-04-27","Site"
"0X086","City","city 1","Site"
"0X086","State","state 1","Site"
"0X086","Country","China","Site"
"0X184","protocol_row_id","1-1G9113","Site"
"0X184","site_num","138","Site"
"0X184","site_row_id","123-1234-0X184","Site"
"0X184","studyid","AA-AA-000-0000","Site"
"0X184","invid","0X184","Site"
"0X184","InvestigatorLastName","Kapoor","Site"
"0X184","InvestigatorFirstName","Tateh","Site"
"0X184","site_status","Active","Site"
"0X184","is_satellite","FALSE","Site"
"0X184","account","city 1 Medical Center","Site"
"0X184","site_active_dt","2004-03-04","Site"
"0X184","City","city 1","Site"
"0X184","State","state 1","Site"
"0X184","Country","US","Site"
"0X052","protocol_row_id","1-1G9113","Site"
"0X052","site_num","139","Site"
"0X052","site_row_id","123-1234-0X052","Site"
"0X052","studyid","AA-AA-000-0000","Site"
"0X052","invid","0X052","Site"
"0X052","InvestigatorLastName","Agenar","Site"
"0X052","InvestigatorFirstName","Angelo","Site"
"0X052","site_status","Active","Site"
"0X052","is_satellite","FALSE","Site"
"0X052","account","city 1 Medical Center","Site"
"0X052","site_active_dt","2004-04-12","Site"
"0X052","City","city 1","Site"
"0X052","State","state 1","Site"
"0X052","Country","US","Site"
"0X033","protocol_row_id","1-1G9113","Site"
"0X033","site_num","14","Site"
"0X033","site_row_id","123-1234-0X033","Site"
"0X033","studyid","AA-AA-000-0000","Site"
"0X033","invid","0X033","Site"
"0X033","InvestigatorLastName","Taylor","Site"
"0X033","InvestigatorFirstName","Bianca","Site"
"0X033","site_status","Active","Site"
"0X033","is_satellite","FALSE","Site"
"0X033","account","city 1 Medical Center","Site"
"0X033","site_active_dt","2011-06-23","Site"
"0X033","City","city 1","Site"
"0X033","State","state 1","Site"
"0X033","Country","US","Site"
"0X161","protocol_row_id","1-1G9113","Site"
"0X161","site_num","140","Site"
"0X161","site_row_id","123-1234-0X161","Site"
"0X161","studyid","AA-AA-000-0000","Site"
"0X161","invid","0X161","Site"
"0X161","InvestigatorLastName","Vangoey","Site"
"0X161","InvestigatorFirstName","Cydnie","Site"
"0X161","site_status","Active","Site"
"0X161","is_satellite","FALSE","Site"
"0X161","account","city 1 Medical Center","Site"
"0X161","site_active_dt","2004-08-14","Site"
"0X161","City","city 1","Site"
"0X161","State","state 1","Site"
"0X161","Country","US","Site"
"0X180","protocol_row_id","1-1G9113","Site"
"0X180","site_num","141","Site"
"0X180","site_row_id","123-1234-0X180","Site"
"0X180","studyid","AA-AA-000-0000","Site"
"0X180","invid","0X180","Site"
"0X180","InvestigatorLastName","Tran","Site"
"0X180","InvestigatorFirstName","Raelina","Site"
"0X180","site_status","Active","Site"
"0X180","is_satellite","FALSE","Site"
"0X180","account","city 1 Medical Center","Site"
"0X180","site_active_dt","2005-04-16","Site"
"0X180","City","city 1","Site"
"0X180","State","state 1","Site"
"0X180","Country","China","Site"
"0X095","protocol_row_id","1-1G9113","Site"
"0X095","site_num","142","Site"
"0X095","site_row_id","123-1234-0X095","Site"
"0X095","studyid","AA-AA-000-0000","Site"
"0X095","invid","0X095","Site"
"0X095","InvestigatorLastName","Gonzales","Site"
"0X095","InvestigatorFirstName","Benjamin","Site"
"0X095","site_status","Active","Site"
"0X095","is_satellite","FALSE","Site"
"0X095","account","city 1 Medical Center","Site"
"0X095","site_active_dt","2005-11-06","Site"
"0X095","City","city 1","Site"
"0X095","State","state 1","Site"
"0X095","Country","US","Site"
"0X153","protocol_row_id","1-1G9113","Site"
"0X153","site_num","143","Site"
"0X153","site_row_id","123-1234-0X153","Site"
"0X153","studyid","AA-AA-000-0000","Site"
"0X153","invid","0X153","Site"
"0X153","InvestigatorLastName","Voss","Site"
"0X153","InvestigatorFirstName","Hamdoona","Site"
"0X153","site_status","Active","Site"
"0X153","is_satellite","FALSE","Site"
"0X153","account","city 1 Medical Center","Site"
"0X153","site_active_dt","2004-05-23","Site"
"0X153","City","city 1","Site"
"0X153","State","state 1","Site"
"0X153","Country","US","Site"
"0X164","protocol_row_id","1-1G9113","Site"
"0X164","site_num","144","Site"
"0X164","site_row_id","123-1234-0X164","Site"
"0X164","studyid","AA-AA-000-0000","Site"
"0X164","invid","0X164","Site"
"0X164","InvestigatorLastName","Jiron","Site"
"0X164","InvestigatorFirstName","Essence","Site"
"0X164","site_status","Active","Site"
"0X164","is_satellite","FALSE","Site"
"0X164","account","city 1 Medical Center","Site"
"0X164","site_active_dt","2009-06-26","Site"
"0X164","City","city 1","Site"
