"Threshold","Denominator","LogDenominator","Numerator","Metric","MetricID","SnapshotDate","StudyID"
-2,17764.808,9.78497470062864,14.05834550254,0.000791359270673795,"kri0001",2024-07-09,"ABC-123"
-2,17968.392,9.79636949330303,14.6420457485239,0.000814877911641949,"kri0001",2024-07-09,"ABC-123"
-2,18171.976,9.80763590616524,15.2281197366124,0.000838000211788329,"kri0001",2024-07-09,"ABC-123"
-2,18375.56,9.81877679980712,15.8165276864469,0.000860737179517082,"kri0001",2024-07-09,"ABC-123"
-2,18579.144,9.82979494026239,16.4072309165077,0.000883099399870504,"kri0001",2024-07-09,"ABC-123"
-2,18782.728,9.84069300312878,17.0001918020837,0.0009050970552352,"kri0001",2024-07-09,"ABC-123"
-2,18986.312,9.851473577468,17.5953737352873,0.000926739944823794,"kri0001",2024-07-09,"ABC-123"
-2,19189.896,9.86213916949774,18.1927410869927,0.000948037503016832,"kri0001",2024-07-09,"ABC-123"
-2,19393.48,9.87269220608882,18.7922591705872,0.000968998816642871,"kri0001",2024-07-09,"ABC-123"
-2,19597.064,9.88313503807971,19.3938942074306,0.000989632641268643,"kri0001",2024-07-09,"ABC-123"
-2,19800.648,9.89346994341983,19.997613293925,0.00100994741656561,"kri0001",2024-07-09,"ABC-123"
-2,20004.232,9.90369913015201,20.6033843701043,0.0010299512808142,"kri0001",2024-07-09,"ABC-123"
-2,20207.816,9.91382473924399,21.211176189659,0.00104965208460226,"kri0001",2024-07-09,"ABC-123"
-2,20411.4,9.923848847278,21.8209582913161,0.00106905740377025,"kri0001",2024-07-09,"ABC-123"
-2,20614.984,9.93377346900682,22.4327009715014,0.00108817455165143,"kri0001",2024-07-09,"ABC-123"
-2,20818.568,9.94360055978429,23.0463752582126,0.00110701059065218,"kri0001",2024-07-09,"ABC-123"
-2,21022.152,9.95333201787757,23.6619528860401,0.00112557234321396,"kri0001",2024-07-09,"ABC-123"
-2,21225.736,9.96296968666786,24.2794062722738,0.00114386640219561,"kri0001",2024-07-09,"ABC-123"
-2,21429.32,9.97251535674626,24.8987084940385,0.00116189914071181,"kri0001",2024-07-09,"ABC-123"
-2,21632.904,9.98197076791034,25.5198332664047,0.00117967672146119,"kri0001",2024-07-09,"ABC-123"
-2,21836.488,9.99133761106739,26.1427549214243,0.00119720510557487,"kri0001",2024-07-09,"ABC-123"
-2,22040.072,10.0006175300492,26.7674483880437,0.00121449006101449,"kri0001",2024-07-09,"ABC-123"
-2,22243.656,10.0098121233434,27.39388917285,0.00123153717054651,"kri0001",2024-07-09,"ABC-123"
-2,22447.24,10.0189229457463,28.0220533416085,0.00124835183931782,"kri0001",2024-07-09,"ABC-123"
-2,22650.824,10.0279515099404,28.6519175015519,0.00126493930205594,"kri0001",2024-07-09,"ABC-123"
-2,22854.408,10.036899288002,29.2834587843848,0.0012813046299158,"kri0001",2024-07-09,"ABC-123"
-2,23057.992,10.0457677128417,29.9166548299668,0.00129745273699318,"kri0001",2024-07-09,"ABC-123"
-2,23261.576,10.0545581795813,30.551483770644,0.00131338838652394,"kri0001",2024-07-09,"ABC-123"
-2,23465.16,10.0632720468714,31.187924216195,0.00132911619678685,"kri0001",2024-07-09,"ABC-123"
-2,23668.744,10.0719106381513,31.8259552393643,0.00134464064672651,"kri0001",2024-07-09,"ABC-123"
-2,23872.328,10.0804752428555,32.4655563619537,0.00135996608131196,"kri0001",2024-07-09,"ABC-123"
-2,24075.912,10.0889671175688,33.1067075414473,0.00137509671664555,"kri0001",2024-07-09,"ABC-123"
-2,24279.496,10.0973874871326,33.7493891581432,0.00139003664483576,"kri0001",2024-07-09,"ABC-123"
-2,24483.08,10.1057375457054,34.3935820027709,0.00140478983864656,"kri0001",2024-07-09,"ABC-123"
-2,24686.664,10.114018457779,35.0392672645705,0.00141936015593563,"kri0001",2024-07-09,"ABC-123"
-2,24890.248,10.1222313591529,35.6864265198133,0.00143375134389233,"kri0001",2024-07-09,"ABC-123"
-2,25093.832,10.1303773578698,36.3350417207444,0.0014479670430863,"kri0001",2024-07-09,"ABC-123"
-2,25297.416,10.1384575351122,36.9850951849283,0.00146201079133649,"kri0001",2024-07-09,"ABC-123"
-2,25501,10.1464729460639,37.6365695849788,0.00147588602740986,"kri0001",2024-07-09,"ABC-123"
-2,25704.584,10.1544246207368,38.2894479386584,0.00148959609455879,"kri0001",2024-07-09,"ABC-123"
-2,25908.168,10.1623135647653,38.9437135993285,0.00150314424390518,"kri0001",2024-07-09,"ABC-123"
-2,26111.752,10.1701407601697,39.5993502467377,0.00151653363767922,"kri0001",2024-07-09,"ABC-123"
-2,26315.336,10.1779071660894,40.2563418781321,0.00152976735232004,"kri0001",2024-07-09,"ABC-123"
-2,26518.92,10.1856137194887,40.914672799675,0.00154284838144521,"kri0001",2024-07-09,"ABC-123"
-2,26722.504,10.1932613358347,41.5743276181615,0.00155577963869559,"kri0001",2024-07-09,"ABC-123"
-2,26926.088,10.2008509097504,42.2352912330181,0.00156856396046162,"kri0001",2024-07-09,"ABC-123"
-2,27129.672,10.2083833156426,42.8975488285724,0.00158120410849687,"kri0001",2024-07-09,"ABC-123"
-2,27333.256,10.215859408306,43.5610858665845,0.00159370277242435,"kri0001",2024-07-09,"ABC-123"
-2,27536.84,10.2232800235061,44.2258880790281,0.00160606257214074,"kri0001",2024-07-09,"ABC-123"
-2,27740.424,10.2306459785393,44.8919414611105,0.00161828606012332,"kri0001",2024-07-09,"ABC-123"
-2,27944.008,10.2379580727735,45.5592322645238,0.00163037572364436,"kri0001",2024-07-09,"ABC-123"
-2,28147.592,10.2452170881683,46.2277469909166,0.00164233398689723,"kri0001",2024-07-09,"ABC-123"
-2,28351.176,10.252423789777,46.8974723855774,0.00165416321303841,"kri0001",2024-07-09,"ABC-123"
-2,28554.76,10.2595789262309,47.5683954313218,0.00166586570614923,"kri0001",2024-07-09,"ABC-123"
-2,28758.344,10.266683230205,48.2405033425764,0.00167744371312119,"kri0001",2024-07-09,"ABC-123"
-2,28961.928,10.2737374188693,48.9137835596498,0.00168889942546815,"kri0001",2024-07-09,"ABC-123"
-2,29165.512,10.2807421943225,49.5882237431847,0.0017002349810689,"kri0001",2024-07-09,"ABC-123"
-2,29369.096,10.2876982440118,50.2638117687843,0.00171145246584315,"kri0001",2024-07-09,"ABC-123"
-2,29572.68,10.2946062411374,50.940535721806,0.00172255391536398,"kri0001",2024-07-09,"ABC-123"
-2,29776.264,10.3014668450437,51.6183838923159,0.00173354131640947,"kri0001",2024-07-09,"ABC-123"
-2,29979.848,10.308280701597,52.2973447701982,0.00174441660845639,"kri0001",2024-07-09,"ABC-123"
-2,30183.432,10.3150484435503,52.9774070404142,0.00175518168511832,"kri0001",2024-07-09,"ABC-123"
-2,30387.016,10.3217706908957,53.6585595784045,0.00176583839553066,"kri0001",2024-07-09,"ABC-123"
-2,30590.6,10.3284480512056,54.3407914456301,0.00177638854568495,"kri0001",2024-07-09,"ABC-123"
-2,30794.184,10.335081119962,55.0240918852462,0.00178683389971451,"kri0001",2024-07-09,"ABC-123"
-2,30997.768,10.3416704808752,55.7084503179052,0.0017971761811336,"kri0001",2024-07-09,"ABC-123"
-2,31201.352,10.348216706192,56.3938563376828,0.00180741707403201,"kri0001",2024-07-09,"ABC-123"
-2,31404.936,10.3547203569943,57.080299708124,0.00181755822422705,"kri0001",2024-07-09,"ABC-123"
-2,31608.52,10.3611819834872,57.7677703584044,0.00182760124037457,"kri0001",2024-07-09,"ABC-123"
-2,31812.104,10.3676021252783,58.4562583796021,0.00183754769504092,"kri0001",2024-07-09,"ABC-123"
-2,32015.688,10.3739813116486,59.145754021077,0.00184739912573726,"kri0001",2024-07-09,"ABC-123"
-2,32219.272,10.380320061814,59.8362476869537,0.00185715703591793,"kri0001",2024-07-09,"ABC-123"
-2,32422.856,10.3866188851789,60.527729932704,0.00186682289594427,"kri0001",2024-07-09,"ABC-123"
-2,32626.44,10.392878281582,61.2201914618263,0.00187639814401529,"kri0001",2024-07-09,"ABC-123"
-2,32830.024,10.3990987415341,61.9136231226173,0.00188588418706661,"kri0001",2024-07-09,"ABC-123"
-2,33033.608,10.4052807464489,62.6080159050342,0.00189528240163878,"kri0001",2024-07-09,"ABC-123"
-2,33237.192,10.4114247688667,63.3033609376437,0.00190459413471643,"kri0001",2024-07-09,"ABC-123"
-2,33440.776,10.417531272671,63.9996494846553,0.00191382070453913,"kri0001",2024-07-09,"ABC-123"
-2,33644.36,10.4236007132985,64.6968729430348,0.0019229634013854,"kri0001",2024-07-09,"ABC-123"
-2,33847.944,10.4296335379433,65.3950228396973,0.00193202348833056,"kri0001",2024-07-09,"ABC-123"
-2,34051.528,10.4356301857544,66.0940908287755,0.00194100220197976,"kri0001",2024-07-09,"ABC-123"
-2,34255.112,10.4415910880273,66.7940686889616,0.00194990075317697,"kri0001",2024-07-09,"ABC-123"
-2,34458.696,10.4475166683909,67.4949483209199,0.00195872032769086,"kri0001",2024-07-09,"ABC-123"
-2,34662.28,10.4534073429872,68.1967217447687,0.00196746208687855,"kri0001",2024-07-09,"ABC-123"
-2,34865.864,10.4592635206474,68.8993810976279,0.00197612716832796,"kri0001",2024-07-09,"ABC-123"
-2,35069.448,10.4650856030617,69.6029186312314,0.00198471668647968,"kri0001",2024-07-09,"ABC-123"
-2,35273.032,10.470873984945,70.3073267096021,0.001993231733229,"kri0001",2024-07-09,"ABC-123"
-2,35476.616,10.4766290541972,71.012597806786,0.00200167337850899,"kri0001",2024-07-09,"ABC-123"
-2,35680.2,10.4823511920594,71.7187245046462,0.00201004267085516,"kri0001",2024-07-09,"ABC-123"
-2,35883.784,10.4880407732652,72.4256994907126,0.00201834063795258,"kri0001",2024-07-09,"ABC-123"
-2,36087.368,10.4936981661883,73.1335155560863,0.00202656828716592,"kri0001",2024-07-09,"ABC-123"
-2,36290.952,10.4993237329851,73.8421655933981,0.00203472660605316,"kri0001",2024-07-09,"ABC-123"
-2,36494.536,10.5049178297345,74.551642594817,0.00204281656286346,"kri0001",2024-07-09,"ABC-123"
-2,36698.12,10.5104808065725,75.26193965011,0.00205083910701992,"kri0001",2024-07-09,"ABC-123"
-2,36901.704,10.5160130078242,75.9730499447496,0.00205879516958755,"kri0001",2024-07-09,"ABC-123"
-2,37105.288,10.5215147721313,76.6849667580681,0.00206668566372718,"kri0001",2024-07-09,"ABC-123"
-2,37308.872,10.5269864325767,77.3976834614577,0.0020745114851357,"kri0001",2024-07-09,"ABC-123"
-2,37512.456,10.5324283168056,78.1111935166148,0.00208227351247316,"kri0001",2024-07-09,"ABC-123"
-2,37716.04,10.5378407471429,78.825490473827,0.00208997260777714,"kri0001",2024-07-09,"ABC-123"
-2,37919.624,10.543224040708,79.5405679703012,0.0020976096168649,"kri0001",2024-07-09,"ABC-123"
-2,38123.208,10.5485785095263,80.2564197285331,0.00210518536972369,"kri0001",2024-07-09,"ABC-123"
-2,38326.792,10.5539044606378,80.9730395547146,0.00211270068088961,"kri0001",2024-07-09,"ABC-123"
-2,38530.376,10.5592021962022,81.6904213371804,0.00212015634981554,"kri0001",2024-07-09,"ABC-123"
-2,38733.96,10.5644720136027,82.4085590448905,0.0021275531612283,"kri0001",2024-07-09,"ABC-123"
-2,38937.544,10.5697142055452,83.127446725949,0.0021348918854756,"kri0001",2024-07-09,"ABC-123"
-2,39141.128,10.5749290601567,83.8470785061579,0.00214217327886304,"kri0001",2024-07-09,"ABC-123"
-2,39344.712,10.5801168610795,84.567448587604,0.0021493980839815,"kri0001",2024-07-09,"ABC-123"
-2,39548.296,10.5852778875647,85.2885512472798,0.00215656703002526,"kri0001",2024-07-09,"ABC-123"
-2,39751.88,10.5904124145616,86.0103808357349,0.0021636808331011,"kri0001",2024-07-09,"ABC-123"
-2,39955.464,10.5955207128058,86.7329317757599,0.00217074019652881,"kri0001",2024-07-09,"ABC-123"
-2,40159.048,10.6006030489054,87.4561985610989,0.00217774581113325,"kri0001",2024-07-09,"ABC-123"
-2,40362.632,10.6056596854235,88.180175755193,0.00218469835552828,"kri0001",2024-07-09,"ABC-123"
-2,40566.216,10.6106908809607,88.9048579899508,0.00219159849639293,"kri0001",2024-07-09,"ABC-123"
-2,40769.8,10.6156968902334,89.6302399645473,0.00219844688873988,"kri0001",2024-07-09,"ABC-123"
-2,40973.384,10.6206779641522,90.3563164442504,0.00220524417617667,"kri0001",2024-07-09,"ABC-123"
-2,41176.968,10.6256343498964,91.0830822592719,0.00221199099115972,"kri0001",2024-07-09,"ABC-123"
-2,41380.552,10.6305662909882,91.8105323036458,0.00221868795524153,"kri0001",2024-07-09,"ABC-123"
-2,41584.136,10.6354740273646,92.5386615341306,0.00222533567931123,"kri0001",2024-07-09,"ABC-123"
-2,41787.72,10.6403577954468,93.2674649691353,0.00223193476382859,"kri0001",2024-07-09,"ABC-123"
-2,41991.304,10.6452178282091,93.99693768767,0.00223848579905187,"kri0001",2024-07-09,"ABC-123"
-2,42194.888,10.6500543552456,94.7270748283186,0.00224498936525957,"kri0001",2024-07-09,"ABC-123"
-2,42398.472,10.6548676028348,95.4578715882339,0.00225144603296633,"kri0001",2024-07-09,"ABC-123"
-2,42602.056,10.6596577940036,96.1893232221545,0.00225785636313314,"kri0001",2024-07-09,"ABC-123"
-2,42805.64,10.6644251485892,96.9214250414428,0.00226422090737208,"kri0001",2024-07-09,"ABC-123"
-2,43009.224,10.6691698832993,97.6541724131436,0.00227054020814567,"kri0001",2024-07-09,"ABC-123"
-2,43212.808,10.6738922117717,98.3875607590626,0.00227681479896105,"kri0001",2024-07-09,"ABC-123"
-2,43416.392,10.6785923446319,99.1215855548646,0.00228304520455925,"kri0001",2024-07-09,"ABC-123"
-2,43619.976,10.6832704895491,99.8562423291903,0.00228923194109942,"kri0001",2024-07-09,"ABC-123"
-2,43823.56,10.6879268512918,100.591526662792,0.00229537551633853,"kri0001",2024-07-09,"ABC-123"
-2,44027.144,10.6925616317811,101.327434187689,0.00230147642980632,"kri0001",2024-07-09,"ABC-123"
-2,44230.728,10.6971750301436,102.063960586334,0.00230753517297599,"kri0001",2024-07-09,"ABC-123"
-2,44434.312,10.7017672427625,102.801101590808,0.00231355222943045,"kri0001",2024-07-09,"ABC-123"
-2,44637.896,10.7063384633279,103.538852982021,0.00231952807502443,"kri0001",2024-07-09,"ABC-123"
-2,44841.48,10.7108888828858,104.277210588933,0.00232546317804258,"kri0001",2024-07-09,"ABC-123"
-2,45045.064,10.715418689886,105.016170287796,0.00233135799935362,"kri0001",2024-07-09,"ABC-123"
-2,45248.648,10.7199280702287,105.755728001401,0.00233721299256059,"kri0001",2024-07-09,"ABC-123"
-2,45452.232,10.7244172073107,106.49587969835,0.00234302860414753,"kri0001",2024-07-09,"ABC-123"
-2,45655.816,10.72888628207,107.236621392337,0.00234880527362246,"kri0001",2024-07-09,"ABC-123"
-2,45859.4,10.7333354730293,107.977949141445,0.0023545434336569,"kri0001",2024-07-09,"ABC-123"
-2,46062.984,10.7377649563392,108.719859047458,0.00236024351022196,"kri0001",2024-07-09,"ABC-123"
-2,46266.568,10.7421749058196,109.462347255184,0.00236590592272122,"kri0001",2024-07-09,"ABC-123"
-2,46470.152,10.7465654930012,110.205409951795,0.0023715310841203,"kri0001",2024-07-09,"ABC-123"
-2,46673.736,10.7509368871648,110.949043366177,0.00237711940107339,"kri0001",2024-07-09,"ABC-123"
-2,46877.32,10.7552892553813,111.693243768295,0.0023826712740467,"kri0001",2024-07-09,"ABC-123"
-2,47080.904,10.7596227625493,112.438007468567,0.00238818709743906,"kri0001",2024-07-09,"ABC-123"
-2,47284.488,10.7639375714329,113.183330817254,0.00239366725969951,"kri0001",2024-07-09,"ABC-123"
-2,47488.072,10.7682338426984,113.929210203862,0.00239911214344229,"kri0001",2024-07-09,"ABC-123"
-2,47691.656,10.7725117349502,114.675642056549,0.00240452212555901,"kri0001",2024-07-09,"ABC-123"
-2,47895.24,10.7767714047659,115.422622841554,0.00240989757732822,"kri0001",2024-07-09,"ABC-123"
-2,48098.824,10.7810130067305,116.170149062625,0.00241523886452244,"kri0001",2024-07-09,"ABC-123"
-2,48302.408,10.7852366934704,116.918217260469,0.00242054634751271,"kri0001",2024-07-09,"ABC-123"
-2,48505.992,10.7894426156861,117.666824012205,0.00242582038137071,"kri0001",2024-07-09,"ABC-123"
-2,48709.576,10.7936309221846,118.415965930829,0.00243106131596853,"kri0001",2024-07-09,"ABC-123"
-2,48913.16,10.7978017599109,119.165639664692,0.00243626949607615,"kri0001",2024-07-09,"ABC-123"
-2,49116.744,10.801955273979,119.915841896984,0.00244144526145674,"kri0001",2024-07-09,"ABC-123"
-2,49320.328,10.8060916077022,120.666569345228,0.00244658894695972,"kri0001",2024-07-09,"ABC-123"
-2,49523.912,10.8102109026228,121.417818760787,0.00245170088261176,"kri0001",2024-07-09,"ABC-123"
-2,49727.496,10.8143132985408,122.169586928376,0.00245678139370573,"kri0001",2024-07-09,"ABC-123"
-2,49931.08,10.8183989335431,122.921870665585,0.00246183080088765,"kri0001",2024-07-09,"ABC-123"
-2,50134.664,10.8224679440307,123.674666822411,0.00246684942024167,"kri0001",2024-07-09,"ABC-123"
-2,50338.248,10.8265204647464,124.427972280796,0.0024718375633732,"kri0001",2024-07-09,"ABC-123"
-2,50541.832,10.8305566288013,125.181783954176,0.00247679553749014,"kri0001",2024-07-09,"ABC-123"
-2,50745.416,10.8345765677013,125.936098787041,0.0024817236454824,"kri0001",2024-07-09,"ABC-123"
-2,50949,10.8385804113729,126.690913754492,0.00248662218599957,"kri0001",2024-07-09,"ABC-123"
-2,51152.584,10.8425682881878,127.446225861821,0.00249149145352699,"kri0001",2024-07-09,"ABC-123"
-1,3310.344,8.10480739046347,0.450606303749699,0.000136120688287894,"kri0001",2024-07-09,"ABC-123"
-1,3513.928,8.16448977906644,0.97369014007989,0.00027709450508943,"kri0001",2024-07-09,"ABC-123"
-1,3717.512,8.22080990630489,1.51051176288246,0.000406323305178964,"kri0001",2024-07-09,"ABC-123"
-1,3921.096,8.27412648554273,2.05995685818444,0.00052535231429795,"kri0001",2024-07-09,"ABC-123"
-1,4124.68,8.32474372000205,2.62105407323913,0.000635456344065268,"kri0001",2024-07-09,"ABC-123"
-1,4328.264,8.37292181681758,3.19295058492107,0.000737697743234025,"kri0001",2024-07-09,"ABC-123"
-1,4531.848,8.41888508230918,3.77489278780821,0.000832969858611367,"kri0001",2024-07-09,"ABC-123"
-1,4735.432,8.46282823693894,4.36621084873791,0.000922030101738957,"kri0001",2024-07-09,"ABC-123"
-1,4939.016,8.50492140005755,4.96630622179523,0.00100552543700916,"kri0001",2024-07-09,"ABC-123"
-1,5142.6,8.54531406713289,5.57464145840593,0.00108401226196981,"kri0001",2024-07-09,"ABC-123"
-1,5346.184,8.58413831436321,6.19073181701446,0.00115797208195873,"kri0001",2024-07-09,"ABC-123"
-1,5549.768,8.62151140406496,6.81413829850857,0.00122782399165309,"kri0001",2024-07-09,"ABC-123"
-1,5753.352,8.65753792045999,7.44446182200613,0.00129393470484791,"kri0001",2024-07-09,"ABC-123"
-1,5956.936,8.69231153390806,8.08133832076906,0.00135662668203403,"kri0001",2024-07-09,"ABC-123"
-1,6160.52,8.72591646854919,8.72443458657806,0.00141618476793811,"kri0001",2024-07-09,"ABC-123"
-1,6364.104,8.75842873124747,9.37344472751522,0.00147286165146189,"kri0001",2024-07-09,"ABC-123"
-1,6567.688,8.78991714695889,10.0280871319903,0.00152688238722521,"kri0001",2024-07-09,"ABC-123"
-1,6771.272,8.82044423599766,10.6881018532938,0.00157844816354945,"kri0001",2024-07-09,"ABC-123"
-1,6974.856,8.85006696131516,11.3532483456011,0.00162773946094386,"kri0001",2024-07-09,"ABC-123"
-1,7178.44,8.8788373682407,12.0233034953755,0.00167491871428548,"kri0001",2024-07-09,"ABC-123"
-1,7382.024,8.90680313473611,12.6980599023842,0.00172013256830163,"kri0001",2024-07-09,"ABC-123"
-1,7585.608,8.93400804677712,13.3773243727011,0.00176351379779987,"kri0001",2024-07-09,"ABC-123"
-1,7789.192,8.96049241076378,14.0609165925927,0.00180518294998925,"kri0001",2024-07-09,"ABC-123"
-1,7992.776,8.98629341271187,14.7486679574403,0.00184524975520899,"kri0001",2024-07-09,"ABC-123"
-1,8196.36,9.01144543225947,15.4404205341032,0.00188381434369687,"kri0001",2024-07-09,"ABC-123"
-1,8399.944,9.03598031814252,16.1360261385966,0.0019209682991454,"kri0001",2024-07-09,"ABC-123"
-1,8603.528,9.05992763067737,16.8353455137975,0.00195679557430365,"kri0001",2024-07-09,"ABC-123"
-1,8807.112,9.0833148558814,17.5382475942317,0.00199137328947693,"kri0001",2024-07-09,"ABC-123"
-1,9010.696,9.10616759512172,18.2446088469276,0.00202477243122259,"kri0001",2024-07-09,"ABC-123"
-1,9214.28,9.12850973357332,18.9543126789346,0.00205705846565707,"kri0001",2024-07-09,"ABC-123"
-1,9417.864,9.15036359026602,19.6672489034454,0.00208829187843925,"kri0001",2024-07-09,"ABC-123"
-1,9621.448,9.17175005208331,20.3833132575903,0.00211852865156994,"kri0001",2024-07-09,"ABC-123"
-1,9825.032,9.19268869372961,21.1024069659182,0.00214782068556297,"kri0001",2024-07-09,"ABC-123"
-1,10028.616,9.21319788539316,21.8244363443832,0.00217621617423413,"kri0001",2024-07-09,"ABC-123"
-1,10232.2,9.23329488958837,22.5493124403364,0.00220375993826708,"kri0001",2024-07-09,"ABC-123"
-1,10435.784,9.25299594845714,23.2769507045986,0.00223049372280976,"kri0001",2024-07-09,"ABC-123"
-1,10639.368,9.27231636263523,24.0072706921902,0.00225645646359729,"kri0001",2024-07-09,"ABC-123"
-1,10842.952,9.29127056264324,24.7401957887139,0.00228168452546077,"kri0001",2024-07-09,"ABC-123"
-1,11046.536,9.30987217363657,25.4756529597533,0.0023062119165459,"kri0001",2024-07-09,"ABC-123"
-1,11250.12,9.32813407424234,26.2135725209643,0.0023300704811117,"kri0001",2024-07-09,"ABC-123"
-1,11453.704,9.34606845011944,26.953887926809,0.00235329007339538,"kri0001",2024-07-09,"ABC-123"
-1,11657.288,9.36368684279976,27.6965355761164,0.00237589871470246,"kri0001",2024-07-09,"ABC-123"
-1,11860.872,9.38100019430087,28.4414546328611,0.00239792273560166,"kri0001",2024-07-09,"ABC-123"
-1,12064.456,9.39801888794188,29.188586860728,0.00241938690486566,"kri0001",2024-07-09,"ABC-123"
-1,12268.04,9.41475278574399,29.9378764701899,0.00244031454659342,"kri0001",2024-07-09,"ABC-123"
-1,12471.624,9.4312112627527,30.6892699769598,0.00246072764677317,"kri0001",2024-07-09,"ABC-123"
-1,12675.208,9.44740323858115,31.4427160707999,0.00248064695039323,"kri0001",2024-07-09,"ABC-123"
-1,12878.792,9.46333720644002,32.1981654937772,0.0025000920500756,"kri0001",2024-07-09,"ABC-123"
-1,13082.376,9.47902125989072,32.9555709271464,0.00251908146709331,"kri0001",2024-07-09,"ABC-123"
-1,13285.96,9.49446311753271,33.7148868861249,0.00253763272553319,"kri0001",2024-07-09,"ABC-123"
-1,13489.544,9.50967014581357,34.4760696218973,0.00255576242027879,"kri0001",2024-07-09,"ABC-123"
-1,13693.128,9.5246493801305,35.2390770302505,0.00257348627941333,"kri0001",2024-07-09,"ABC-123"
-1,13896.712,9.5394075443746,36.0038685663006,0.00259081922157562,"kri0001",2024-07-09,"ABC-123"
-1,14100.296,9.55395106905371,36.7704051648214,0.00260777540874471,"kri0001",2024-07-09,"ABC-123"
-1,14303.88,9.56828610811636,37.5386491657312,0.00262436829487741,"kri0001",2024-07-09,"ABC-123"
-1,14507.464,9.58241855458659,38.3085642443361,0.00264061067077858,"kri0001",2024-07-09,"ABC-123"
-1,14711.048,9.59635405510941,39.0801153459635,0.00265651470554399,"kri0001",2024-07-09,"ABC-123"
-1,14914.632,9.61009802349662,39.8532686246528,0.00267209198488121,"kri0001",2024-07-09,"ABC-123"
-1,15118.216,9.62365565335424,40.6279913855994,0.00268735354658244,"kri0001",2024-07-09,"ABC-123"
-1,15321.8,9.63703192986535,41.4042520310755,0.00270230991339631,"kri0001",2024-07-09,"ABC-123"
-1,15525.384,9.65023164079531,42.1820200095743,0.00271697112352096,"kri0001",2024-07-09,"ABC-123"
-1,15728.968,9.66325938677993,42.961265767945,0.00273134675891928,"kri0001",2024-07-09,"ABC-123"
-1,15932.552,9.67611959095215,43.7419607063081,0.00274544597163769,"kri0001",2024-07-09,"ABC-123"
-1,16136.136,9.68881650795748,44.5240771355536,0.00275927750829279,"kri0001",2024-07-09,"ABC-123"
-1,16339.72,9.70135423240426,45.3075882372468,0.00277284973287466,"kri0001",2024-07-09,"ABC-123"
-1,16543.304,9.71373670679071,46.0924680257734,0.00278617064800196,"kri0001",2024-07-09,"ABC-123"
-1,16746.888,9.72596772894714,46.8786913125764,0.00279924791475147,"kri0001",2024-07-09,"ABC-123"
-1,16950.472,9.73805095902856,47.6662336723424,0.00281208887117376,"kri0001",2024-07-09,"ABC-123"
-1,17154.056,9.74998992608975,48.4550714110109,0.0028247005495966,"kri0001",2024-07-09,"ABC-123"
