studyid,workflowid,groupid,numerator,denominator,metric,score,flag,gsm_analysis_date
AA-AA-000-0000,kri0001,119,15,1514,0.00990752972258917,0.777103242120141,0,2016-12-01
AA-AA-000-0000,kri0001,91,99,10098,0.00980392156862745,1.96736028222933,0,2016-12-01
AA-AA-000-0000,kri0001,146,58,5983,0.00969413337790406,1.48206840703256,0,2016-12-01
AA-AA-000-0000,kri0001,12,6,624,0.00961538461538462,0.471153846690138,0,2016-12-01
AA-AA-000-0000,kri0001,75,57,6108,0.00933202357563851,1.38989725294273,0,2016-12-01
AA-AA-000-0000,kri0001,116,16,1739,0.00920069005175388,0.720804597116746,0,2016-12-01
AA-AA-000-0000,kri0001,15,32,3550,0.00901408450704225,0.987606586529581,0,2016-12-01
AA-AA-000-0000,kri0001,47,15,1682,0.0089179548156956,0.664816592378061,0,2016-12-01
AA-AA-000-0000,kri0001,112,14,1596,0.0087719298245614,0.625422991069956,0,2016-12-01
AA-AA-000-0000,kri0001,82,11,1345,0.00817843866171004,0.49140589175567,0,2016-12-01
AA-AA-000-0000,kri0001,179,20,2457,0.00814000814000814,0.656932974746452,0,2016-12-01
AA-AA-000-0000,kri0001,39,24,2957,0.00811633412242137,0.715789367538984,0,2016-12-01
AA-AA-000-0000,kri0001,87,6,750,0.008,0.348377281573224,0,2016-12-01
AA-AA-000-0000,kri0001,86,120,15047,0.00797501163022529,1.54877813463811,0,2016-12-01
AA-AA-000-0000,kri0001,60,18,2298,0.00783289817232376,0.579360705961119,0,2016-12-01
AA-AA-000-0000,kri0001,4,47,6192,0.00759043927648579,0.878497980763247,0,2016-12-01
AA-AA-000-0000,kri0001,111,12,1597,0.00751408891671885,0.434548909131314,0,2016-12-01
AA-AA-000-0000,kri0001,128,22,2961,0.00742992232353935,0.574296255345065,0,2016-12-01
AA-AA-000-0000,kri0001,28,13,1755,0.00740740740740741,0.438550172717217,0,2016-12-01
AA-AA-000-0000,kri0001,8,118,16171,0.00729701317172717,1.2778563129648,0,2016-12-01
AA-AA-000-0000,kri0001,183,11,1513,0.00727032385988103,0.386924510823466,0,2016-12-01
AA-AA-000-0000,kri0001,151,17,2376,0.00715488215488216,0.463485746364352,0,2016-12-01
AA-AA-000-0000,kri0001,159,4,560,0.00714285714285714,0.223931108636321,0,2016-12-01
AA-AA-000-0000,kri0001,133,21,2943,0.00713557594291539,0.511850886848921,0,2016-12-01
AA-AA-000-0000,kri0001,59,40,5719,0.00699422976044763,0.67289257189655,0,2016-12-01
AA-AA-000-0000,kri0001,124,9,1289,0.00698215671062839,0.317809182889921,0,2016-12-01
AA-AA-000-0000,kri0001,56,110,15875,0.00692913385826772,1.08991903661922,0,2016-12-01
AA-AA-000-0000,kri0001,190,34,4955,0.00686175580221998,0.590890251474718,0,2016-12-01
AA-AA-000-0000,kri0001,181,14,2089,0.00670177118238392,0.355872111558313,0,2016-12-01
AA-AA-000-0000,kri0001,80,29,4370,0.00663615560640732,0.498225603440475,0,2016-12-01
AA-AA-000-0000,kri0001,138,31,4705,0.00658873538788523,0.5046057947821,0,2016-12-01
AA-AA-000-0000,kri0001,163,15,2282,0.00657318141980719,0.348598730568369,0,2016-12-01
AA-AA-000-0000,kri0001,122,38,5811,0.00653932197556359,0.546468823387125,0,2016-12-01
AA-AA-000-0000,kri0001,22,22,3366,0.0065359477124183,0.415163612741918,0,2016-12-01
AA-AA-000-0000,kri0001,129,9,1423,0.00632466619817287,0.239642895882684,0,2016-12-01
AA-AA-000-0000,kri0001,62,132,21287,0.0062009677267816,0.858269240572244,0,2016-12-01
AA-AA-000-0000,kri0001,135,22,3676,0.00598476605005441,0.306833140977115,0,2016-12-01
AA-AA-000-0000,kri0001,46,4,673,0.00594353640416048,0.127221433830778,0,2016-12-01
AA-AA-000-0000,kri0001,98,8,1346,0.00594353640416048,0.179918277148038,0,2016-12-01
AA-AA-000-0000,kri0001,94,119,20035,0.00593960569004243,0.692025714388175,0,2016-12-01
AA-AA-000-0000,kri0001,164,28,4932,0.0056772100567721,0.273305759573954,0,2016-12-01
AA-AA-000-0000,kri0001,136,10,1765,0.0056657223796034,0.161662426088672,0,2016-12-01
AA-AA-000-0000,kri0001,48,3,531,0.00564971751412429,0.0872695993899128,0,2016-12-01
AA-AA-000-0000,kri0001,68,15,2679,0.00559910414333707,0.186062906756423,0,2016-12-01
AA-AA-000-0000,kri0001,170,109,19789,0.00550811056647633,0.457035105855117,0,2016-12-01
AA-AA-000-0000,kri0001,40,8,1456,0.0054945054945055,0.121997179356715,0,2016-12-01
AA-AA-000-0000,kri0001,52,6,1094,0.00548446069469835,0.104486477490506,0,2016-12-01
AA-AA-000-0000,kri0001,189,108,19812,0.00545124167171411,0.426874038520303,0,2016-12-01
AA-AA-000-0000,kri0001,70,11,2020,0.00544554455445545,0.135331540590639,0,2016-12-01
AA-AA-000-0000,kri0001,44,14,2600,0.00538461538461538,0.141726570351171,0,2016-12-01
AA-AA-000-0000,kri0001,174,20,3734,0.00535618639528656,0.163241278559707,0,2016-12-01
AA-AA-000-0000,kri0001,130,8,1525,0.00524590163934426,0.0879518398230921,0,2016-12-01
AA-AA-000-0000,kri0001,27,15,3034,0.00494396835860251,0.0608391239221553,0,2016-12-01
AA-AA-000-0000,kri0001,7,31,6334,0.0048942216608778,0.0728557798847939,0,2016-12-01
AA-AA-000-0000,kri0001,139,191,39059,0.00489003814741801,0.177776773158641,0,2016-12-01
AA-AA-000-0000,kri0001,160,21,4383,0.00479123887748118,0.034689513252137,0,2016-12-01
AA-AA-000-0000,kri0001,49,13,2717,0.00478468899521531,0.0260144834041088,0,2016-12-01
AA-AA-000-0000,kri0001,118,61,12776,0.00477457733249844,0.052067079536266,0,2016-12-01
AA-AA-000-0000,kri0001,5,134,28152,0.00475987496447855,0.0679126478013781,0,2016-12-01
AA-AA-000-0000,kri0001,166,53,11203,0.00473087565830581,0.0311740902762833,0,2016-12-01
AA-AA-000-0000,kri0001,97,13,2869,0.00453119553851516,-0.0248792225038956,0,2016-12-01
AA-AA-000-0000,kri0001,107,9,2025,0.00444444444444444,-0.0357407193415034,0,2016-12-01
AA-AA-000-0000,kri0001,100,6,1354,0.00443131462333826,-0.0310618401020954,0,2016-12-01
AA-AA-000-0000,kri0001,57,6,1356,0.00442477876106195,-0.0319996164159734,0,2016-12-01
AA-AA-000-0000,kri0001,188,6,1360,0.00441176470588235,-0.0338710793160294,0,2016-12-01
AA-AA-000-0000,kri0001,186,14,3203,0.00437090227911333,-0.0607707802451915,0,2016-12-01
AA-AA-000-0000,kri0001,185,4,922,0.00433839479392625,-0.0363568223573117,0,2016-12-01
AA-AA-000-0000,kri0001,121,16,3783,0.0042294475284166,-0.0991153781414701,0,2016-12-01
AA-AA-000-0000,kri0001,178,6,1429,0.00419874037788663,-0.0653294168913983,0,2016-12-01
AA-AA-000-0000,kri0001,76,36,8616,0.00417827298050139,-0.167636737408382,0,2016-12-01
AA-AA-000-0000,kri0001,14,3,738,0.0040650406504065,-0.0607545688000662,0,2016-12-01
AA-AA-000-0000,kri0001,69,32,7985,0.00400751408891672,-0.219382472119201,0,2016-12-01
AA-AA-000-0000,kri0001,17,36,9328,0.00385934819897084,-0.291509566424405,0,2016-12-01
AA-AA-000-0000,kri0001,84,8,2126,0.00376293508936971,-0.15606612426718,0,2016-12-01
AA-AA-000-0000,kri0001,71,25,6666,0.00375037503750375,-0.280248096897738,0,2016-12-01
AA-AA-000-0000,kri0001,142,10,2693,0.00371333085777943,-0.185433584993753,0,2016-12-01
AA-AA-000-0000,kri0001,115,6,1652,0.0036319612590799,-0.157807658798396,0,2016-12-01
AA-AA-000-0000,kri0001,104,23,6524,0.00352544451256898,-0.346305990537328,0,2016-12-01
AA-AA-000-0000,kri0001,58,44,13049,0.00337190589317189,-0.556437874148642,0,2016-12-01
AA-AA-000-0000,kri0001,53,7,2096,0.00333969465648855,-0.228615214250379,0,2016-12-01
AA-AA-000-0000,kri0001,147,12,3684,0.00325732899022801,-0.322091309338619,0,2016-12-01
AA-AA-000-0000,kri0001,140,135,44565,0.00302928306967351,-1.30324570682799,0,2016-12-01
AA-AA-000-0000,kri0001,131,15,4991,0.00300540973752755,-0.442548132680719,0,2016-12-01
AA-AA-000-0000,kri0001,72,2,667,0.00299850074962519,-0.162460045993938,0,2016-12-01
AA-AA-000-0000,kri0001,50,18,6044,0.00297816015883521,-0.495052597136374,0,2016-12-01
AA-AA-000-0000,kri0001,11,17,5809,0.00292649337235325,-0.500301415940544,0,2016-12-01
AA-AA-000-0000,kri0001,103,9,3100,0.00290322580645161,-0.370402865952218,0,2016-12-01
AA-AA-000-0000,kri0001,19,6,2116,0.00283553875236295,-0.317856323971963,0,2016-12-01
AA-AA-000-0000,kri0001,13,13,4586,0.0028347143480157,-0.468152082687052,0,2016-12-01
AA-AA-000-0000,kri0001,109,9,3284,0.00274056029232643,-0.416670300083946,0,2016-12-01
AA-AA-000-0000,kri0001,61,36,13556,0.00265565063440543,-0.884136368022091,0,2016-12-01
AA-AA-000-0000,kri0001,126,2,754,0.0026525198938992,-0.20884265979982,0,2016-12-01
AA-AA-000-0000,kri0001,45,2,775,0.00258064516129032,-0.21933671189084,0,2016-12-01
AA-AA-000-0000,kri0001,26,10,3989,0.00250689395838556,-0.515319685987023,0,2016-12-01
AA-AA-000-0000,kri0001,9,4,1606,0.0024906600249066,-0.329450135850323,0,2016-12-01
AA-AA-000-0000,kri0001,137,8,3277,0.00244125724748245,-0.481353374045891,0,2016-12-01
AA-AA-000-0000,kri0001,51,18,7513,0.0023958471981898,-0.743801919660901,0,2016-12-01
AA-AA-000-0000,kri0001,167,25,10471,0.00238754655715786,-0.881330064497891,0,2016-12-01
AA-AA-000-0000,kri0001,36,2,840,0.00238095238095238,-0.250349206150539,0,2016-12-01
AA-AA-000-0000,kri0001,63,16,6840,0.00233918128654971,-0.727520399189864,0,2016-12-01
AA-AA-000-0000,kri0001,148,3,1328,0.00225903614457831,-0.331666770010641,0,2016-12-01
AA-AA-000-0000,kri0001,184,8,3558,0.00224845418774592,-0.545281859645996,0,2016-12-01
AA-AA-000-0000,kri0001,106,6,2774,0.00216294160057678,-0.498592056058175,0,2016-12-01
AA-AA-000-0000,kri0001,89,6,2836,0.00211565585331453,-0.513705020248271,0,2016-12-01
AA-AA-000-0000,kri0001,41,3,1430,0.0020979020979021,-0.36733001742703,0,2016-12-01
AA-AA-000-0000,kri0001,35,6,2981,0.00201274740020127,-0.548031063399948,0,2016-12-01
AA-AA-000-0000,kri0001,34,13,6550,0.00198473282442748,-0.820971340099238,0,2016-12-01
AA-AA-000-0000,kri0001,102,3,1514,0.00198150594451783,-0.395180135107263,0,2016-12-01
AA-AA-000-0000,kri0001,30,11,5558,0.00197912918315941,-0.7578401174118,0,2016-12-01
AA-AA-000-0000,kri0001,149,14,7178,0.00195040401225968,-0.870482566595421,0,2016-12-01
AA-AA-000-0000,kri0001,29,8,4346,0.00184077312471238,-0.704806637764496,0,2016-12-01
AA-AA-000-0000,kri0001,96,4,2201,0.00181735574738755,-0.505750170018455,0,2016-12-01
AA-AA-000-0000,kri0001,77,23,12743,0.00180491250098093,-1.22225881478867,0,2016-12-01
AA-AA-000-0000,kri0001,153,6,3516,0.00170648464163823,-0.664209612960001,0,2016-12-01
AA-AA-000-0000,kri0001,172,34,20122,0.00168969287347182,-1.5980263096039,0,2016-12-01
AA-AA-000-0000,kri0001,177,6,3614,0.00166021029330382,-0.683976841985047,0,2016-12-01
AA-AA-000-0000,kri0001,92,11,6653,0.00165338944836916,-0.930132088328805,0,2016-12-01
AA-AA-000-0000,kri0001,173,31,18965,0.00163459003427366,-1.58024814566674,0,2016-12-01
AA-AA-000-0000,kri0001,113,9,5894,0.00152697658635901,-0.912359487595334,0,2016-12-01
AA-AA-000-0000,kri0001,23,6,3948,0.00151975683890578,-0.748430103414303,0,2016-12-01
AA-AA-000-0000,kri0001,114,7,4678,0.00149636596836255,-0.82077196880348,0,2016-12-01
AA-AA-000-0000,kri0001,33,1,670,0.00149253731343284,-0.310996983186672,0,2016-12-01
AA-AA-000-0000,kri0001,123,1,673,0.00148588410104012,-0.312348542022555,0,2016-12-01
AA-AA-000-0000,kri0001,152,8,5385,0.00148560817084494,-0.883614096636881,0,2016-12-01
AA-AA-000-0000,kri0001,6,1,674,0.00148367952522255,-0.312798067859054,0,2016-12-01
AA-AA-000-0000,kri0001,16,2,1411,0.00141743444365698,-0.462041057394736,0,2016-12-01
AA-AA-000-0000,kri0001,141,13,9390,0.00138445154419595,-1.20407642179085,0,2016-12-01
AA-AA-000-0000,kri0001,101,3,2237,0.00134108180599017,-0.595495165455518,0,2016-12-01
AA-AA-000-0000,kri0001,66,1,754,0.0013262599469496,-0.347272151881819,0,2016-12-01
AA-AA-000-0000,kri0001,180,1,757,0.00132100396301189,-0.348512013783709,0,2016-12-01
AA-AA-000-0000,kri0001,38,1,757,0.00132100396301189,-0.348512013783709,0,2016-12-01
AA-AA-000-0000,kri0001,54,15,11969,0.00125323753028657,-1.41397531985387,0,2016-12-01
AA-AA-000-0000,kri0001,143,23,18689,0.00123067044785703,-1.7786023015104,0,2016-12-01
AA-AA-000-0000,kri0001,3,2,1666,0.00120048019207683,-0.535719226879914,0,2016-12-01
AA-AA-000-0000,kri0001,73,3,2687,0.00111648678823967,-0.69690166839843,0,2016-12-01
AA-AA-000-0000,kri0001,67,8,7214,0.00110895481009149,-1.1443255739154,0,2016-12-01
AA-AA-000-0000,kri0001,187,4,3719,0.00107555794568432,-0.829368493623522,0,2016-12-01
AA-AA-000-0000,kri0001,32,2,2013,0.000993541977148534,-0.62416502285852,0,2016-12-01
AA-AA-000-0000,kri0001,161,2,2222,0.0009000900090009,-0.672511614753988,0,2016-12-01
AA-AA-000-0000,kri0001,155,4,5311,0.000753153831670119,-1.08042228464286,0,2016-12-01
AA-AA-000-0000,kri0001,168,1,1437,0.00069589422407794,-0.570247406410227,0,2016-12-01
AA-AA-000-0000,kri0001,10,8,12347,0.000647930671418158,-1.69179416553498,0,2016-12-01
AA-AA-000-0000,kri0001,156,3,5893,0.000509078567792296,-1.2093028352809,0,2016-12-01
AA-AA-000-0000,kri0001,176,1,3344,0.000299043062200957,-0.957129323719115,0,2016-12-01
AA-AA-000-0000,kri0001,85,2,9342,0.000214086919289231,-1.63098205699537,0,2016-12-01
AA-AA-000-0000,kri0001,127,0,3586,0,-1.05922700144168,0,2016-12-01
AA-AA-000-0000,kri0001,81,0,2129,0,-0.816153281680155,0,2016-12-01
AA-AA-000-0000,kri0001,144,0,2108,0,-0.812118125961784,0,2016-12-01
AA-AA-000-0000,kri0001,18,0,1350,0,-0.649906356630764,0,2016-12-01
AA-AA-000-0000,kri0001,158,0,708,0,-0.470652672794378,0,2016-12-01
AA-AA-000-0000,kri0001,175,0,679,0,-0.460912819708875,0,2016-12-01
AA-AA-000-0000,kri0002,28,10,1755,0.0056980056980057,10.5170330367829,2,2016-12-01
AA-AA-000-0000,kri0002,165,1,219,0.0045662100456621,2.95834798886562,1,2016-12-01
AA-AA-000-0000,kri0002,154,1,407,0.00245700245700246,2.11026864480255,1,2016-12-01
AA-AA-000-0000,kri0002,179,3,2457,0.00122100122100122,2.41661732577846,1,2016-12-01
AA-AA-000-0000,kri0002,12,1,624,0.0016025641025641,1.6485384614396,0,2016-12-01
AA-AA-000-0000,kri0002,132,1,671,0.0014903129657228,1.57811075382305,0,2016-12-01
AA-AA-000-0000,kri0002,171,1,671,0.0014903129657228,1.57811075382305,0,2016-12-01
AA-AA-000-0000,kri0002,50,4,6044,0.000661813368630046,1.82591908602424,0,2016-12-01
AA-AA-000-0000,kri0002,9,1,1606,0.00062266500622665,0.870332742182075,0,2016-12-01
AA-AA-000-0000,kri0002,84,1,2126,0.000470366886171214,0.684068962923325,0,2016-12-01
AA-AA-000-0000,kri0002,58,5,13049,0.000383171124224078,1.24468686848208,0,2016-12-01
AA-AA-000-0000,kri0002,167,4,10471,0.000382007449145258,1.10959566942905,0,2016-12-01
AA-AA-000-0000,kri0002,64,1,2690,0.000371747211895911,0.538356787123258,0,2016-12-01
AA-AA-000-0000,kri0002,173,7,18965,0.00036910097548115,1.41298854255139,0,2016-12-01
AA-AA-000-0000,kri0002,89,1,2836,0.000352609308885755,0.506722175755484,0,2016-12-01
AA-AA-000-0000,kri0002,59,2,5719,0.000349711488022382,0.709674229108343,0,2016-12-01
AA-AA-000-0000,kri0002,128,1,2961,0.000337723741979061,0.481169152874272,0,2016-12-01
AA-AA-000-0000,kri0002,103,1,3100,0.00032258064516129,0.45423663912903,0,2016-12-01
AA-AA-000-0000,kri0002,140,14,44565,0.000314147873892068,1.64182022050636,0,2016-12-01
AA-AA-000-0000,kri0002,137,1,3277,0.000305157155935307,0.421956451039212,0,2016-12-01
AA-AA-000-0000,kri0002,139,11,39059,0.000281625233620932,1.24662497964135,0,2016-12-01
AA-AA-000-0000,kri0002,51,2,7513,0.000266205244243312,0.486348643316429,0,2016-12-01
AA-AA-000-0000,kri0002,56,4,15875,0.000251968503937008,0.625913364023358,0,2016-12-01
AA-AA-000-0000,kri0002,26,1,3989,0.000250689395838556,0.310103735135606,0,2016-12-01
AA-AA-000-0000,kri0002,94,5,20035,0.000249563264287497,0.687773342004754,0,2016-12-01
AA-AA-000-0000,kri0002,5,7,28152,0.000248650184711566,0.808354780647593,0,2016-12-01
AA-AA-000-0000,kri0002,76,2,8616,0.000232126276694522,0.377894166684866,0,2016-12-01
AA-AA-000-0000,kri0002,29,1,4346,0.000230096640589047,0.262341603430157,0,2016-12-01
AA-AA-000-0000,kri0002,114,1,4678,0.000213766566908935,0.221710060438301,0,2016-12-01
AA-AA-000-0000,kri0002,138,1,4705,0.000212539851222104,0.218546911708101,0,2016-12-01
AA-AA-000-0000,kri0002,164,1,4932,0.000202757502027575,0.192714944165668,0,2016-12-01
AA-AA-000-0000,kri0002,190,1,4955,0.000201816347124117,0.190170292615481,0,2016-12-01
AA-AA-000-0000,kri0002,62,4,21287,0.000187908112932776,0.302474735503933,0,2016-12-01
AA-AA-000-0000,kri0002,43,4,21466,0.000186341190720209,0.293370508067583,0,2016-12-01
AA-AA-000-0000,kri0002,11,1,5809,0.000172146668961956,0.103729153266007,0,2016-12-01
AA-AA-000-0000,kri0002,146,1,5983,0.000167140230653518,0.087773458005309,0,2016-12-01
AA-AA-000-0000,kri0002,54,2,11969,0.000167098337371543,0.12393888020117,0,2016-12-01
AA-AA-000-0000,kri0002,4,1,6192,0.000161498708010336,0.0692345200419923,0,2016-12-01
AA-AA-000-0000,kri0002,63,1,6840,0.000146198830409357,0.0155916182880728,0,2016-12-01
AA-AA-000-0000,kri0002,149,1,7178,0.000139314572304263,-0.0103821838124666,0,2016-12-01
AA-AA-000-0000,kri0002,69,1,7985,0.000125234815278647,-0.0677997662987324,0,2016-12-01
AA-AA-000-0000,kri0002,85,1,9342,0.000107043459644616,-0.152782180617473,0,2016-12-01
AA-AA-000-0000,kri0002,143,2,18689,0.000107014821552785,-0.216272441998699,0,2016-12-01
AA-AA-000-0000,kri0002,172,2,20122,0.0000993936984395189,-0.273258991283691,0,2016-12-01
AA-AA-000-0000,kri0002,10,1,12347,0.0000809913339272698,-0.306447149853064,0,2016-12-01
AA-AA-000-0000,kri0002,8,1,16171,0.0000618390946756539,-0.460754063667621,0,2016-12-01
AA-AA-000-0000,kri0002,170,1,19789,0.0000505331244630856,-0.581562088788036,0,2016-12-01
AA-AA-000-0000,kri0002,189,1,19812,0.0000504744599232788,-0.582273061796371,0,2016-12-01
AA-AA-000-0000,kri0002,86,0,15047,0,-0.787206555213981,0,2016-12-01
AA-AA-000-0000,kri0002,61,0,13556,0,-0.747187368710421,0,2016-12-01
AA-AA-000-0000,kri0002,118,0,12776,0,-0.725372677363209,0,2016-12-01
AA-AA-000-0000,kri0002,77,0,12743,0,-0.72443526441442,0,2016-12-01
AA-AA-000-0000,kri0002,166,0,11203,0,-0.679251974277208,0,2016-12-01
AA-AA-000-0000,kri0002,91,0,10098,0,-0.644883736646459,0,2016-12-01
AA-AA-000-0000,kri0002,141,0,9390,0,-0.621865605881539,0,2016-12-01
AA-AA-000-0000,kri0002,17,0,9328,0,-0.619809188304954,0,2016-12-01
AA-AA-000-0000,kri0002,67,0,7214,0,-0.545069411066764,0,2016-12-01
AA-AA-000-0000,kri0002,71,0,6666,0,-0.523957903892708,0,2016-12-01
AA-AA-000-0000,kri0002,92,0,6653,0,-0.523446744508664,0,2016-12-01
AA-AA-000-0000,kri0002,34,0,6550,0,-0.519379006620877,0,2016-12-01
AA-AA-000-0000,kri0002,104,0,6524,0,-0.518347153063123,0,2016-12-01
AA-AA-000-0000,kri0002,7,0,6334,0,-0.510743409032903,0,2016-12-01
AA-AA-000-0000,kri0002,75,0,6108,0,-0.501548869215288,0,2016-12-01
AA-AA-000-0000,kri0002,113,0,5894,0,-0.492684395293267,0,2016-12-01
AA-AA-000-0000,kri0002,156,0,5893,0,-0.49264259810165,0,2016-12-01
AA-AA-000-0000,kri0002,122,0,5811,0,-0.48920307600241,0,2016-12-01
AA-AA-000-0000,kri0002,30,0,5558,0,-0.478435076661203,0,2016-12-01
AA-AA-000-0000,kri0002,152,0,5385,0,-0.470930257767783,0,2016-12-01
AA-AA-000-0000,kri0002,155,0,5311,0,-0.467683331963294,0,2016-12-01
AA-AA-000-0000,kri0002,131,0,4991,0,-0.453374955890788,0,2016-12-01
AA-AA-000-0000,kri0002,13,0,4586,0,-0.434591038407478,0,2016-12-01
AA-AA-000-0000,kri0002,157,0,4492,0,-0.430114035990679,0,2016-12-01
AA-AA-000-0000,kri0002,83,0,4471,0,-0.429107471424218,0,2016-12-01
AA-AA-000-0000,kri0002,160,0,4383,0,-0.424863553074483,0,2016-12-01
AA-AA-000-0000,kri0002,80,0,4370,0,-0.424233011464398,0,2016-12-01
AA-AA-000-0000,kri0002,23,0,3948,0,-0.403229514956129,0,2016-12-01
AA-AA-000-0000,kri0002,121,0,3783,0,-0.394713437879125,0,2016-12-01
AA-AA-000-0000,kri0002,174,0,3734,0,-0.392148807069603,0,2016-12-01
